Area Name,Year,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS,USPS
Jack County,2017,Fourth Quarter,15,,,,,Other Services,48237,TX
Jackson County,2017,Fourth Quarter,29,90,-11.8,626,7.9,Other Services,48239,TX
Jasper County,2017,Fourth Quarter,44,202,0.5,497,13,Other Services,48241,TX
Jeff Davis County,2017,Fourth Quarter,6,36,38.5,345,-18.4,Other Services,48243,TX
Jefferson County,2017,Fourth Quarter,459,3899,-0.7,1042,-2.6,Other Services,48245,TX
Jim Hogg County,2017,Fourth Quarter,5,,,,,Other Services,48247,TX
Jim Wells County,2017,Fourth Quarter,58,239,9.1,557,-0.2,Other Services,48249,TX
Johnson County,2017,Fourth Quarter,254,1447,4.6,836,13.3,Other Services,48251,TX
Jones County,2017,Fourth Quarter,21,84,33.3,523,11,Other Services,48253,TX
Karnes County,2017,Fourth Quarter,22,56,1.8,580,4.5,Other Services,48255,TX
Kaufman County,2017,Fourth Quarter,148,894,14,883,-0.1,Other Services,48257,TX
Kendall County,2017,Fourth Quarter,109,647,26.6,628,-2.9,Other Services,48259,TX
Kenedy County,2017,Fourth Quarter,5,8,-27.3,462,1.1,Other Services,48261,TX
Kent County,2017,Fourth Quarter,1,,,,,Other Services,48263,TX
Kerr County,2017,Fourth Quarter,137,638,-10.8,643,10.9,Other Services,48265,TX
Kimble County,2017,Fourth Quarter,12,44,7.3,455,-3.2,Other Services,48267,TX
King County,2017,Fourth Quarter,3,,,,,Other Services,48269,TX
Kinney County,2017,Fourth Quarter,7,65,-3,433,1.6,Other Services,48271,TX
Kleberg County,2017,Fourth Quarter,48,270,7.1,653,-1.1,Other Services,48273,TX
Knox County,2017,Fourth Quarter,10,12,-53.8,506,53.8,Other Services,48275,TX
Lamar County,2017,Fourth Quarter,85,443,-0.7,614,-1.9,Other Services,48277,TX
Lamb County,2017,Fourth Quarter,25,74,15.6,470,16.3,Other Services,48279,TX
Lampasas County,2017,Fourth Quarter,35,143,-21.4,515,8.6,Other Services,48281,TX
La Salle County,2017,Fourth Quarter,8,26,13,430,-22.8,Other Services,48283,TX
Lavaca County,2017,Fourth Quarter,39,127,-0.8,507,-7,Other Services,48285,TX
Lee County,2017,Fourth Quarter,37,134,1.5,505,2.6,Other Services,48287,TX
Leon County,2017,Fourth Quarter,24,143,7.5,515,8.4,Other Services,48289,TX
Liberty County,2017,Fourth Quarter,82,439,16.8,1117,24.9,Other Services,48291,TX
Limestone County,2017,Fourth Quarter,26,136,5.4,507,-7,Other Services,48293,TX
Lipscomb County,2017,Fourth Quarter,7,8,-33.3,623,39.1,Other Services,48295,TX
Live Oak County,2017,Fourth Quarter,15,81,9.5,768,13.9,Other Services,48297,TX
Llano County,2017,Fourth Quarter,48,143,3.6,591,8.6,Other Services,48299,TX
Lubbock County,2017,Fourth Quarter,656,4391,2.3,655,5.5,Other Services,48303,TX
Lynn County,2017,Fourth Quarter,8,19,-32.1,431,-40.6,Other Services,48305,TX
McCulloch County,2017,Fourth Quarter,23,77,5.5,394,2.9,Other Services,48307,TX
McLennan County,2017,Fourth Quarter,474,2748,0.3,695,2.8,Other Services,48309,TX
McMullen County,2017,Fourth Quarter,7,11,37.5,284,-44.2,Other Services,48311,TX
Madison County,2017,Fourth Quarter,19,100,-8.3,666,-1.9,Other Services,48313,TX
Marion County,2017,Fourth Quarter,15,146,356.3,1193,297.7,Other Services,48315,TX
Martin County,2017,Fourth Quarter,14,39,,968,,Other Services,48317,TX
Mason County,2017,Fourth Quarter,13,29,,474,,Other Services,48319,TX
Matagorda County,2017,Fourth Quarter,70,373,-6.3,867,8,Other Services,48321,TX
Maverick County,2017,Fourth Quarter,32,122,-9.6,417,0.5,Other Services,48323,TX
Medina County,2017,Fourth Quarter,54,219,15.9,624,-6.3,Other Services,48325,TX
Menard County,2017,Fourth Quarter,5,14,16.7,221,-22.7,Other Services,48327,TX
Midland County,2017,Fourth Quarter,487,2980,23.8,920,16.6,Other Services,48329,TX
Milam County,2017,Fourth Quarter,38,101,-8.2,583,2.6,Other Services,48331,TX
Mills County,2017,Fourth Quarter,8,,,,,Other Services,48333,TX
Mitchell County,2017,Fourth Quarter,7,20,-31,446,12.3,Other Services,48335,TX
Montague County,2017,Fourth Quarter,41,148,2.8,561,-8.2,Other Services,48337,TX
Montgomery County,2017,Fourth Quarter,898,5641,1.5,651,2.2,Other Services,48339,TX
Moore County,2017,Fourth Quarter,34,179,-10.9,481,4.8,Other Services,48341,TX
Morris County,2017,Fourth Quarter,17,67,-4.3,609,14.5,Other Services,48343,TX
Motley County,2017,Fourth Quarter,6,,,,,Other Services,48345,TX
Nacogdoches County,2017,Fourth Quarter,113,501,1.4,697,22.7,Other Services,48347,TX
Navarro County,2017,Fourth Quarter,67,287,-12,530,11.8,Other Services,48349,TX
Newton County,2017,Fourth Quarter,4,,,,,Other Services,48351,TX
Nolan County,2017,Fourth Quarter,24,230,-6.1,1194,18.8,Other Services,48353,TX
Nueces County,2017,Fourth Quarter,674,4124,-7.1,693,6.8,Other Services,48355,TX
Ochiltree County,2017,Fourth Quarter,34,117,15.8,598,3.3,Other Services,48357,TX
Oldham County,2017,Fourth Quarter,4,3,-40,709,38.7,Other Services,48359,TX
Orange County,2017,Fourth Quarter,100,459,-16.2,663,-23.9,Other Services,48361,TX
Palo Pinto County,2017,Fourth Quarter,44,196,3.2,592,22.3,Other Services,48363,TX
Panola County,2017,Fourth Quarter,31,122,-6.9,596,8.2,Other Services,48365,TX
Parker County,2017,Fourth Quarter,180,1125,1,552,2,Other Services,48367,TX
Parmer County,2017,Fourth Quarter,24,89,6,674,8.4,Other Services,48369,TX
Pecos County,2017,Fourth Quarter,30,78,-18.8,655,25.7,Other Services,48371,TX
Polk County,2017,Fourth Quarter,58,264,-1.5,613,1.7,Other Services,48373,TX
Potter County,2017,Fourth Quarter,322,2397,-1.2,729,9.3,Other Services,48375,TX
Presidio County,2017,Fourth Quarter,6,,,,,Other Services,48377,TX
Rains County,2017,Fourth Quarter,14,,,,,Other Services,48379,TX
Randall County,2017,Fourth Quarter,237,1213,5.3,871,23.4,Other Services,48381,TX
Reagan County,2017,Fourth Quarter,12,26,0,773,5.9,Other Services,48383,TX
Real County,2017,Fourth Quarter,4,,,,,Other Services,48385,TX
Red River County,2017,Fourth Quarter,7,16,23.1,674,100.6,Other Services,48387,TX
Reeves County,2017,Fourth Quarter,18,61,41.9,629,4.7,Other Services,48389,TX
Refugio County,2017,Fourth Quarter,18,105,5,650,2.5,Other Services,48391,TX
Roberts County,2017,Fourth Quarter,1,,,,,Other Services,48393,TX
Robertson County,2017,Fourth Quarter,17,47,-11.3,698,33.2,Other Services,48395,TX
Rockwall County,2017,Fourth Quarter,207,1218,8.7,631,1,Other Services,48397,TX
Runnels County,2017,Fourth Quarter,16,48,4.3,405,4.4,Other Services,48399,TX
Rusk County,2017,Fourth Quarter,63,312,3.3,838,54.3,Other Services,48401,TX
Sabine County,2017,Fourth Quarter,11,,,,,Other Services,48403,TX
San Augustine County,2017,Fourth Quarter,8,,,,,Other Services,48405,TX
San Jacinto County,2017,Fourth Quarter,15,47,4.4,468,7.6,Other Services,48407,TX
San Patricio County,2017,Fourth Quarter,74,317,-4.8,838,20.2,Other Services,48409,TX
San Saba County,2017,Fourth Quarter,17,75,-5.1,662,1.1,Other Services,48411,TX
Schleicher County,2017,Fourth Quarter,4,7,-41.7,475,36.9,Other Services,48413,TX
Scurry County,2017,Fourth Quarter,45,225,7.7,792,-0.8,Other Services,48415,TX
Shackelford County,2017,Fourth Quarter,11,27,0,518,-20.4,Other Services,48417,TX
Shelby County,2017,Fourth Quarter,30,174,17.6,700,24.8,Other Services,48419,TX
Sherman County,2017,Fourth Quarter,8,18,20,648,24.4,Other Services,48421,TX
Smith County,2017,Fourth Quarter,580,2902,-17.5,606,6.3,Other Services,48423,TX
Somervell County,2017,Fourth Quarter,14,135,25,676,-2.2,Other Services,48425,TX
Starr County,2017,Fourth Quarter,24,92,17.9,466,-0.9,Other Services,48427,TX
Stephens County,2017,Fourth Quarter,26,,,,,Other Services,48429,TX
Sterling County,2017,Fourth Quarter,12,,,,,Other Services,48431,TX
Stonewall County,2017,Fourth Quarter,7,31,-16.2,543,-14.6,Other Services,48433,TX
Sutton County,2017,Fourth Quarter,15,30,,426,,Other Services,48435,TX
Swisher County,2017,Fourth Quarter,20,41,-18,350,6.4,Other Services,48437,TX
Tarrant County,2017,Fourth Quarter,3657,24472,-1.3,711,6.1,Other Services,48439,TX
Taylor County,2017,Fourth Quarter,341,1875,0,578,5.7,Other Services,48441,TX
Terrell County,2017,Fourth Quarter,3,8,,881,,Other Services,48443,TX
Terry County,2017,Fourth Quarter,20,71,-7.8,515,-0.4,Other Services,48445,TX
Throckmorton County,2017,Fourth Quarter,2,,,,,Other Services,48447,TX
Titus County,2017,Fourth Quarter,52,260,6.6,555,-0.4,Other Services,48449,TX
Tom Green County,2017,Fourth Quarter,296,1371,-6.6,613,4.8,Other Services,48451,TX
Travis County,2017,Fourth Quarter,4210,25820,2.2,889,4,Other Services,48453,TX
Trinity County,2017,Fourth Quarter,14,131,12.9,379,-4.8,Other Services,48455,TX
Tyler County,2017,Fourth Quarter,16,63,16.7,404,-0.5,Other Services,48457,TX
Upshur County,2017,Fourth Quarter,32,107,12.6,548,1.3,Other Services,48459,TX
Upton County,2017,Fourth Quarter,1,,,,,Other Services,48461,TX
Uvalde County,2017,Fourth Quarter,54,280,6.5,598,-0.2,Other Services,48463,TX
Val Verde County,2017,Fourth Quarter,62,240,-14,353,-2.5,Other Services,48465,TX
Van Zandt County,2017,Fourth Quarter,62,249,1.2,632,9.2,Other Services,48467,TX
Victoria County,2017,Fourth Quarter,212,1333,7.6,709,13.4,Other Services,48469,TX
Walker County,2017,Fourth Quarter,78,474,-0.2,474,4.4,Other Services,48471,TX
Waller County,2017,Fourth Quarter,52,206,-2.8,783,3.8,Other Services,48473,TX
Ward County,2017,Fourth Quarter,17,67,28.8,671,26.6,Other Services,48475,TX
Washington County,2017,Fourth Quarter,72,245,1.2,579,-2.4,Other Services,48477,TX
Webb County,2017,Fourth Quarter,288,1760,1.6,548,2.6,Other Services,48479,TX
Wharton County,2017,Fourth Quarter,93,422,18.2,504,-3.6,Other Services,48481,TX
Wheeler County,2017,Fourth Quarter,6,,,,,Other Services,48483,TX
Wichita County,2017,Fourth Quarter,290,1636,-7.4,557,2.4,Other Services,48485,TX
Wilbarger County,2017,Fourth Quarter,35,146,15,427,5.4,Other Services,48487,TX
Willacy County,2017,Fourth Quarter,18,59,,343,,Other Services,48489,TX
Williamson County,2017,Fourth Quarter,887,5773,3.1,768,8.2,Other Services,48491,TX
Wilson County,2017,Fourth Quarter,51,168,9.1,562,3.9,Other Services,48493,TX
Winkler County,2017,Fourth Quarter,12,58,7.4,865,-7.3,Other Services,48495,TX
Wise County,2017,Fourth Quarter,89,414,-4.6,747,8.9,Other Services,48497,TX
Wood County,2017,Fourth Quarter,58,315,21.6,555,-6.1,Other Services,48499,TX
Yoakum County,2017,Fourth Quarter,14,78,-2.5,988,-1.3,Other Services,48501,TX
Young County,2017,Fourth Quarter,43,121,-6.9,608,4.5,Other Services,48503,TX
Zapata County,2017,Fourth Quarter,9,32,,313,,Other Services,48505,TX
Zavala County,2017,Fourth Quarter,10,,,,,Other Services,48507,TX
 ,,,,,,,,,,
