Area Name,Year,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS,USPS
Freestone County,2017,Fourth Quarter,7,45,-11.8,1075,0.7,Information,48161,TX
Frio County,2017,Fourth Quarter,4,,,,,Information,48163,TX
Gaines County,2017,Fourth Quarter,4,28,3.7,600,8.9,Information,48165,TX
Galveston County,2017,Fourth Quarter,67,554,-4.8,1192,8.5,Information,48167,TX
Garza County,2017,Fourth Quarter,1,,,,,Information,48169,TX
Gillespie County,2017,Fourth Quarter,10,122,4.3,819,-0.2,Information,48171,TX
Goliad County,2017,Fourth Quarter,2,,,,,Information,48175,TX
Gonzales County,2017,Fourth Quarter,4,31,-6.1,955,12.5,Information,48177,TX
Gray County,2017,Fourth Quarter,5,45,-8.2,670,6,Information,48179,TX
Grayson County,2017,Fourth Quarter,25,343,-5.8,946,4.2,Information,48181,TX
Gregg County,2017,Fourth Quarter,39,690,-8.5,1037,-3.9,Information,48183,TX
Grimes County,2017,Fourth Quarter,4,15,-31.8,915,-19.6,Information,48185,TX
Guadalupe County,2017,Fourth Quarter,14,185,-12.7,1268,3.8,Information,48187,TX
Hale County,2017,Fourth Quarter,4,34,-10.5,851,7,Information,48189,TX
Hall County,2017,Fourth Quarter,3,9,0,643,-10.4,Information,48191,TX
Hamilton County,2017,Fourth Quarter,4,7,-12.5,703,-48.6,Information,48193,TX
Hansford County,2017,Fourth Quarter,1,,,,,Information,48195,TX
Hardeman County,2017,Fourth Quarter,2,,,,,Information,48197,TX
Hardin County,2017,Fourth Quarter,8,80,-18.4,1103,7,Information,48199,TX
Harris County,2017,Fourth Quarter,1164,26406,-3.2,1585,7.2,Information,48201,TX
Harrison County,2017,Fourth Quarter,15,167,0.6,1055,-6.4,Information,48203,TX
Hartley County,2017,Fourth Quarter,2,,,,,Information,48205,TX
Haskell County,2017,Fourth Quarter,1,,,,,Information,48207,TX
Hays County,2017,Fourth Quarter,52,762,6.7,1095,5.1,Information,48209,TX
Hemphill County,2017,Fourth Quarter,4,18,0,440,18,Information,48211,TX
Henderson County,2017,Fourth Quarter,22,158,0,608,-8.4,Information,48213,TX
Hidalgo County,2017,Fourth Quarter,118,2705,21.1,765,-5.7,Information,48215,TX
Hill County,2017,Fourth Quarter,7,35,6.1,501,4.2,Information,48217,TX
Hockley County,2017,Fourth Quarter,7,55,-8.3,951,44.1,Information,48219,TX
Hood County,2017,Fourth Quarter,12,121,-44.5,884,36.4,Information,48221,TX
Hopkins County,2017,Fourth Quarter,12,125,-6,789,3.4,Information,48223,TX
Houston County,2017,Fourth Quarter,11,55,-14.1,712,4.9,Information,48225,TX
Howard County,2017,Fourth Quarter,14,245,34.6,402,-11.5,Information,48227,TX
Hudspeth County,2017,Fourth Quarter,1,,,,,Information,48229,TX
Hunt County,2017,Fourth Quarter,17,142,-23.7,799,1.4,Information,48231,TX
Hutchinson County,2017,Fourth Quarter,4,35,84.2,514,-26.6,Information,48233,TX
Jack County,2017,Fourth Quarter,1,,,,,Information,48237,TX
Jackson County,2017,Fourth Quarter,5,77,-22.2,1335,29.1,Information,48239,TX
Jasper County,2017,Fourth Quarter,7,32,-5.9,878,19.6,Information,48241,TX
Jeff Davis County,2017,Fourth Quarter,1,,,,,Information,48243,TX
Jefferson County,2017,Fourth Quarter,49,968,-5.7,991,2.5,Information,48245,TX
Jim Hogg County,2017,Fourth Quarter,2,,,,,Information,48247,TX
Jim Wells County,2017,Fourth Quarter,3,30,-18.9,572,-1.7,Information,48249,TX
Johnson County,2017,Fourth Quarter,28,466,-5.5,1098,8.7,Information,48251,TX
Jones County,2017,Fourth Quarter,5,,,,,Information,48253,TX
Karnes County,2017,Fourth Quarter,2,,,,,Information,48255,TX
Kaufman County,2017,Fourth Quarter,22,118,-39.8,858,38.6,Information,48257,TX
Kendall County,2017,Fourth Quarter,17,127,1.6,3337,4,Information,48259,TX
Kerr County,2017,Fourth Quarter,18,255,-0.8,1018,6.9,Information,48265,TX
Kimble County,2017,Fourth Quarter,1,,,,,Information,48267,TX
Kleberg County,2017,Fourth Quarter,7,91,5.8,2997,21.9,Information,48273,TX
Knox County,2017,Fourth Quarter,1,,,,,Information,48275,TX
Lamar County,2017,Fourth Quarter,14,151,8.6,981,8.2,Information,48277,TX
Lampasas County,2017,Fourth Quarter,5,25,-3.8,679,-1.9,Information,48281,TX
Lavaca County,2017,Fourth Quarter,6,22,-18.5,391,-5.3,Information,48285,TX
Lee County,2017,Fourth Quarter,4,28,-3.4,907,-3,Information,48287,TX
Leon County,2017,Fourth Quarter,7,11,0,574,-9.6,Information,48289,TX
Liberty County,2017,Fourth Quarter,11,85,0,1012,-11.8,Information,48291,TX
Limestone County,2017,Fourth Quarter,6,43,79.2,914,-21.5,Information,48293,TX
Lipscomb County,2017,Fourth Quarter,1,,,,,Information,48295,TX
Live Oak County,2017,Fourth Quarter,5,13,30,951,-21.1,Information,48297,TX
Llano County,2017,Fourth Quarter,5,19,5.6,554,-13.3,Information,48299,TX
Lubbock County,2017,Fourth Quarter,81,2851,-16.1,1100,1.6,Information,48303,TX
Lynn County,2017,Fourth Quarter,5,43,2.4,1222,-6.4,Information,48305,TX
McCulloch County,2017,Fourth Quarter,4,27,8,557,21.6,Information,48307,TX
McLennan County,2017,Fourth Quarter,65,929,-7.5,1039,4.1,Information,48309,TX
Madison County,2017,Fourth Quarter,3,,,,,Information,48313,TX
Martin County,2017,Fourth Quarter,2,,,,,Information,48317,TX
Mason County,2017,Fourth Quarter,2,,,,,Information,48319,TX
Matagorda County,2017,Fourth Quarter,10,133,133.3,424,-29.6,Information,48321,TX
Maverick County,2017,Fourth Quarter,10,169,67.3,1272,69.6,Information,48323,TX
Medina County,2017,Fourth Quarter,12,78,5.4,888,4.5,Information,48325,TX
Menard County,2017,Fourth Quarter,1,,,,,Information,48327,TX
Midland County,2017,Fourth Quarter,44,853,-12.4,1242,25.8,Information,48329,TX
Milam County,2017,Fourth Quarter,8,49,-10.9,788,12.3,Information,48331,TX
Mills County,2017,Fourth Quarter,3,,,,,Information,48333,TX
Mitchell County,2017,Fourth Quarter,4,9,-10,569,-45.9,Information,48335,TX
Montague County,2017,Fourth Quarter,6,32,-8.6,628,5.7,Information,48337,TX
Montgomery County,2017,Fourth Quarter,115,1243,0.5,1369,0.5,Information,48339,TX
Moore County,2017,Fourth Quarter,6,34,-29.2,696,-23.2,Information,48341,TX
Morris County,2017,Fourth Quarter,6,29,3.6,754,10.6,Information,48343,TX
Nacogdoches County,2017,Fourth Quarter,15,121,-6.9,920,0.7,Information,48347,TX
Navarro County,2017,Fourth Quarter,8,125,-0.8,735,5.9,Information,48349,TX
Newton County,2017,Fourth Quarter,1,,,,,Information,48351,TX
Nolan County,2017,Fourth Quarter,5,41,24.2,687,-5.9,Information,48353,TX
Nueces County,2017,Fourth Quarter,89,1554,-0.3,1019,-2.5,Information,48355,TX
Ochiltree County,2017,Fourth Quarter,5,35,-5.4,864,1.3,Information,48357,TX
Oldham County,2017,Fourth Quarter,1,,,,,Information,48359,TX
Orange County,2017,Fourth Quarter,12,57,-30.5,1157,56.4,Information,48361,TX
Palo Pinto County,2017,Fourth Quarter,5,33,-2.9,845,-4.6,Information,48363,TX
Panola County,2017,Fourth Quarter,4,32,-25.6,405,-30.2,Information,48365,TX
Parker County,2017,Fourth Quarter,33,297,-22.3,1041,8.9,Information,48367,TX
Parmer County,2017,Fourth Quarter,6,19,-5,473,-9.6,Information,48369,TX
Pecos County,2017,Fourth Quarter,4,28,-3.4,545,5.8,Information,48371,TX
Polk County,2017,Fourth Quarter,11,123,2.5,1375,3.1,Information,48373,TX
Potter County,2017,Fourth Quarter,36,738,-5.3,1164,6.6,Information,48375,TX
Presidio County,2017,Fourth Quarter,2,,,,,Information,48377,TX
Rains County,2017,Fourth Quarter,2,,,,,Information,48379,TX
Randall County,2017,Fourth Quarter,24,394,-2.7,946,5.8,Information,48381,TX
Real County,2017,Fourth Quarter,1,,,,,Information,48385,TX
Red River County,2017,Fourth Quarter,4,11,0,954,-15.8,Information,48387,TX
Reeves County,2017,Fourth Quarter,4,22,-12,1048,19.8,Information,48389,TX
Refugio County,2017,Fourth Quarter,2,,,,,Information,48391,TX
Robertson County,2017,Fourth Quarter,4,11,22.2,759,-11.1,Information,48395,TX
Rockwall County,2017,Fourth Quarter,33,176,-9.7,1393,12.8,Information,48397,TX
Rusk County,2017,Fourth Quarter,10,115,-12.2,1803,6.1,Information,48401,TX
Sabine County,2017,Fourth Quarter,2,,,,,Information,48403,TX
San Augustine County,2017,Fourth Quarter,1,,,,,Information,48405,TX
San Jacinto County,2017,Fourth Quarter,3,3,-25,415,16.9,Information,48407,TX
San Patricio County,2017,Fourth Quarter,11,164,3.1,952,5.2,Information,48409,TX
San Saba County,2017,Fourth Quarter,1,,,,,Information,48411,TX
Schleicher County,2017,Fourth Quarter,1,,,,,Information,48413,TX
Scurry County,2017,Fourth Quarter,6,45,-10,700,-2.6,Information,48415,TX
Shackelford County,2017,Fourth Quarter,1,,,,,Information,48417,TX
Shelby County,2017,Fourth Quarter,8,23,9.5,917,-4,Information,48419,TX
Sherman County,2017,Fourth Quarter,1,,,,,Information,48421,TX
Smith County,2017,Fourth Quarter,70,1295,-38.2,1145,19.9,Information,48423,TX
Somervell County,2017,Fourth Quarter,5,9,-10,954,-20.2,Information,48425,TX
Starr County,2017,Fourth Quarter,5,45,-65.6,466,-43,Information,48427,TX
Stephens County,2017,Fourth Quarter,2,,,,,Information,48429,TX
Sutton County,2017,Fourth Quarter,1,,,,,Information,48435,TX
Swisher County,2017,Fourth Quarter,2,,,,,Information,48437,TX
Tarrant County,2017,Fourth Quarter,498,9900,-3.1,1370,1.2,Information,48439,TX
Taylor County,2017,Fourth Quarter,52,862,-3.4,809,1.8,Information,48441,TX
Terry County,2017,Fourth Quarter,4,15,-11.8,1042,-3.8,Information,48445,TX
Titus County,2017,Fourth Quarter,10,64,-20,1099,29.6,Information,48449,TX
Tom Green County,2017,Fourth Quarter,31,683,-3,900,1.7,Information,48451,TX
Travis County,2017,Fourth Quarter,1035,27048,8.8,1868,6.8,Information,48453,TX
Trinity County,2017,Fourth Quarter,3,,,,,Information,48455,TX
Tyler County,2017,Fourth Quarter,3,,,,,Information,48457,TX
Upshur County,2017,Fourth Quarter,7,317,3.9,968,6.8,Information,48459,TX
Uvalde County,2017,Fourth Quarter,8,62,-7.5,944,4.5,Information,48463,TX
Val Verde County,2017,Fourth Quarter,12,142,1.4,656,-0.6,Information,48465,TX
Van Zandt County,2017,Fourth Quarter,8,41,-10.9,914,27.1,Information,48467,TX
Victoria County,2017,Fourth Quarter,24,395,-6.4,845,-2.4,Information,48469,TX
Walker County,2017,Fourth Quarter,14,130,-6.5,804,-8,Information,48471,TX
Waller County,2017,Fourth Quarter,8,19,-29.6,1266,16.7,Information,48473,TX
Ward County,2017,Fourth Quarter,4,29,-6.5,1132,14.7,Information,48475,TX
Washington County,2017,Fourth Quarter,12,146,-7,1224,101,Information,48477,TX
Webb County,2017,Fourth Quarter,47,763,12.7,781,-8,Information,48479,TX
Wharton County,2017,Fourth Quarter,9,64,-21,605,-0.2,Information,48481,TX
Wheeler County,2017,Fourth Quarter,2,,,,,Information,48483,TX
Wichita County,2017,Fourth Quarter,42,621,,863,,Information,48485,TX
Wilbarger County,2017,Fourth Quarter,6,97,-1,757,1.7,Information,48487,TX
Willacy County,2017,Fourth Quarter,5,,,,,Information,48489,TX
Williamson County,2017,Fourth Quarter,161,1737,0.2,1105,-1.2,Information,48491,TX
Wilson County,2017,Fourth Quarter,9,56,-5.1,716,-11.7,Information,48493,TX
Winkler County,2017,Fourth Quarter,1,,,,,Information,48495,TX
Wise County,2017,Fourth Quarter,9,86,1.2,736,-2.4,Information,48497,TX
Wood County,2017,Fourth Quarter,9,135,-7.5,1110,6.5,Information,48499,TX
Yoakum County,2017,Fourth Quarter,3,9,,793,,Information,48501,TX
Young County,2017,Fourth Quarter,7,69,-15.9,816,7.4,Information,48503,TX
Zapata County,2017,Fourth Quarter,4,16,23.1,544,0.2,Information,48505,TX
Zavala County,2017,Fourth Quarter,2,,,,,Information,48507,TX
 ,,,,,,,,,,
