Area Name,Year,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS,USPS
Childress County,2017,Fourth Quarter,16,129,-2.3,521,-2.8,Education and Health Services,48075,TX
Clay County,2017,Fourth Quarter,5,148,2.8,590,12.2,Education and Health Services,48077,TX
Cochran County,2017,Fourth Quarter,7,27,-49.1,623,1.6,Education and Health Services,48079,TX
Coke County,2017,Fourth Quarter,5,27,-3.6,398,2.1,Education and Health Services,48081,TX
Coleman County,2017,Fourth Quarter,23,409,8.2,553,-5,Education and Health Services,48083,TX
Collin County,2017,Fourth Quarter,4048,52619,5.7,1019,0.5,Education and Health Services,48085,TX
Collingsworth County,2017,Fourth Quarter,13,204,9.1,923,-9.1,Education and Health Services,48087,TX
Colorado County,2017,Fourth Quarter,52,836,6.9,757,-1.6,Education and Health Services,48089,TX
Comal County,2017,Fourth Quarter,401,6952,5.4,854,4,Education and Health Services,48091,TX
Comanche County,2017,Fourth Quarter,24,422,-0.9,777,2,Education and Health Services,48093,TX
Concho County,2017,Fourth Quarter,7,123,1.7,635,1,Education and Health Services,48095,TX
Cooke County,2017,Fourth Quarter,77,717,1.7,665,1.7,Education and Health Services,48097,TX
Coryell County,2017,Fourth Quarter,113,1231,-4.4,898,3.6,Education and Health Services,48099,TX
Cottle County,2017,Fourth Quarter,5,33,-21.4,669,18.2,Education and Health Services,48101,TX
Crane County,2017,Fourth Quarter,8,46,-62.6,815,26.6,Education and Health Services,48103,TX
Crockett County,2017,Fourth Quarter,6,,,,,Education and Health Services,48105,TX
Crosby County,2017,Fourth Quarter,8,161,-0.6,577,-4.8,Education and Health Services,48107,TX
Culberson County,2017,Fourth Quarter,2,,,,,Education and Health Services,48109,TX
Dallam County,2017,Fourth Quarter,15,81,-9,611,-1.3,Education and Health Services,48111,TX
Dallas County,2017,Fourth Quarter,9670,200206,1.5,1204,4.6,Education and Health Services,48113,TX
Dawson County,2017,Fourth Quarter,16,214,-8.5,372,13.1,Education and Health Services,48115,TX
Deaf Smith County,2017,Fourth Quarter,18,265,-1.5,589,-2.3,Education and Health Services,48117,TX
Delta County,2017,Fourth Quarter,11,555,-24.9,256,12.8,Education and Health Services,48119,TX
Denton County,2017,Fourth Quarter,2109,30805,4.5,920,0,Education and Health Services,48121,TX
DeWitt County,2017,Fourth Quarter,37,401,-10.9,728,0.6,Education and Health Services,48123,TX
Dickens County,2017,Fourth Quarter,3,14,,213,,Education and Health Services,48125,TX
Dimmit County,2017,Fourth Quarter,32,636,8,1315,10.5,Education and Health Services,48127,TX
Donley County,2017,Fourth Quarter,7,43,-6.5,425,-0.5,Education and Health Services,48129,TX
Duval County,2017,Fourth Quarter,18,746,1.5,308,-12,Education and Health Services,48131,TX
Eastland County,2017,Fourth Quarter,46,789,-0.9,515,10.5,Education and Health Services,48133,TX
Ector County,2017,Fourth Quarter,309,5348,0,937,0.5,Education and Health Services,48135,TX
Edwards County,2017,Fourth Quarter,4,43,65.4,380,102.1,Education and Health Services,48137,TX
Ellis County,2017,Fourth Quarter,302,5018,5.8,855,4.8,Education and Health Services,48139,TX
El Paso County,2017,Fourth Quarter,1886,44723,4.4,734,0.1,Education and Health Services,48141,TX
Erath County,2017,Fourth Quarter,106,1724,-9.5,795,8.6,Education and Health Services,48143,TX
Falls County,2017,Fourth Quarter,34,430,7.5,634,-2.9,Education and Health Services,48145,TX
Fannin County,2017,Fourth Quarter,52,909,-0.9,734,5.2,Education and Health Services,48147,TX
Fayette County,2017,Fourth Quarter,72,782,-25.2,710,-5,Education and Health Services,48149,TX
Fisher County,2017,Fourth Quarter,9,57,7.5,426,-3.4,Education and Health Services,48151,TX
Floyd County,2017,Fourth Quarter,14,73,-13.1,645,4.4,Education and Health Services,48153,TX
Foard County,2017,Fourth Quarter,9,65,6.6,430,-10.8,Education and Health Services,48155,TX
Fort Bend County,2017,Fourth Quarter,2232,28712,4.7,815,4.1,Education and Health Services,48157,TX
Franklin County,2017,Fourth Quarter,27,526,1,1142,-5,Education and Health Services,48159,TX
Freestone County,2017,Fourth Quarter,31,597,12.6,643,2.1,Education and Health Services,48161,TX
Frio County,2017,Fourth Quarter,30,554,-5.8,508,0.4,Education and Health Services,48163,TX
Gaines County,2017,Fourth Quarter,21,142,-7.8,665,2.9,Education and Health Services,48165,TX
Galveston County,2017,Fourth Quarter,730,10953,-2.3,712,0.7,Education and Health Services,48167,TX
Garza County,2017,Fourth Quarter,12,111,13.3,669,6.4,Education and Health Services,48169,TX
Gillespie County,2017,Fourth Quarter,99,1763,2.1,1043,1.1,Education and Health Services,48171,TX
Goliad County,2017,Fourth Quarter,10,152,20.6,494,0.8,Education and Health Services,48175,TX
Gonzales County,2017,Fourth Quarter,27,464,3.1,677,5.8,Education and Health Services,48177,TX
Gray County,2017,Fourth Quarter,44,785,-5.9,822,0.4,Education and Health Services,48179,TX
Grayson County,2017,Fourth Quarter,680,9817,2.1,944,5.6,Education and Health Services,48181,TX
Gregg County,2017,Fourth Quarter,577,12267,-4.1,908,14.6,Education and Health Services,48183,TX
Grimes County,2017,Fourth Quarter,30,266,-4,815,2.4,Education and Health Services,48185,TX
Guadalupe County,2017,Fourth Quarter,225,3573,6.5,876,11.2,Education and Health Services,48187,TX
Hale County,2017,Fourth Quarter,86,1714,-4.5,743,7.2,Education and Health Services,48189,TX
Hall County,2017,Fourth Quarter,8,99,-2,388,-1,Education and Health Services,48191,TX
Hamilton County,2017,Fourth Quarter,19,279,1.1,734,10.9,Education and Health Services,48193,TX
Hansford County,2017,Fourth Quarter,4,23,-28.1,587,17.2,Education and Health Services,48195,TX
Hardeman County,2017,Fourth Quarter,12,67,-1.5,391,-34.1,Education and Health Services,48197,TX
Hardin County,2017,Fourth Quarter,76,1980,-9,883,13.5,Education and Health Services,48199,TX
Harris County,2017,Fourth Quarter,16216,292950,0.3,1094,1.3,Education and Health Services,48201,TX
Harrison County,2017,Fourth Quarter,135,2374,-7.7,808,11.3,Education and Health Services,48203,TX
Hartley County,2017,Fourth Quarter,10,156,75.3,788,-19.5,Education and Health Services,48205,TX
Haskell County,2017,Fourth Quarter,14,117,0,770,17.6,Education and Health Services,48207,TX
Hays County,2017,Fourth Quarter,507,7776,3.8,815,-1.7,Education and Health Services,48209,TX
Hemphill County,2017,Fourth Quarter,7,31,-3.1,571,6.9,Education and Health Services,48211,TX
Henderson County,2017,Fourth Quarter,206,2378,-2.3,853,3.9,Education and Health Services,48213,TX
Hidalgo County,2017,Fourth Quarter,2255,71641,4.4,561,-1.2,Education and Health Services,48215,TX
Hill County,2017,Fourth Quarter,48,1008,1.7,1465,3.8,Education and Health Services,48217,TX
Hockley County,2017,Fourth Quarter,37,623,0.3,676,-4.4,Education and Health Services,48219,TX
Hood County,2017,Fourth Quarter,154,2388,0.9,845,4.3,Education and Health Services,48221,TX
Hopkins County,2017,Fourth Quarter,96,1380,23.7,755,26.3,Education and Health Services,48223,TX
Houston County,2017,Fourth Quarter,73,642,-21.5,575,-16.2,Education and Health Services,48225,TX
Howard County,2017,Fourth Quarter,66,1556,-4.2,922,0.3,Education and Health Services,48227,TX
Hudspeth County,2017,Fourth Quarter,3,,,,,Education and Health Services,48229,TX
Hunt County,2017,Fourth Quarter,181,3331,4.4,748,13.3,Education and Health Services,48231,TX
Hutchinson County,2017,Fourth Quarter,44,573,14.1,810,1.1,Education and Health Services,48233,TX
Irion County,2017,Fourth Quarter,4,29,,646,,Education and Health Services,48235,TX
Jack County,2017,Fourth Quarter,13,92,-1.1,458,-7.1,Education and Health Services,48237,TX
Jackson County,2017,Fourth Quarter,25,291,-3.3,535,-0.6,Education and Health Services,48239,TX
Jasper County,2017,Fourth Quarter,75,1758,-3,539,8,Education and Health Services,48241,TX
Jeff Davis County,2017,Fourth Quarter,5,71,-4.1,812,14.7,Education and Health Services,48243,TX
Jefferson County,2017,Fourth Quarter,942,16925,-7.4,894,3.1,Education and Health Services,48245,TX
Jim Hogg County,2017,Fourth Quarter,11,503,9.1,317,2.6,Education and Health Services,48247,TX
Jim Wells County,2017,Fourth Quarter,106,3660,-15.8,523,23.9,Education and Health Services,48249,TX
Johnson County,2017,Fourth Quarter,376,5459,1.9,722,1.8,Education and Health Services,48251,TX
Jones County,2017,Fourth Quarter,21,437,6.3,625,5.4,Education and Health Services,48253,TX
Karnes County,2017,Fourth Quarter,20,252,6.3,626,4.9,Education and Health Services,48255,TX
Kaufman County,2017,Fourth Quarter,206,3035,4.2,745,6.6,Education and Health Services,48257,TX
Kendall County,2017,Fourth Quarter,161,1955,15,790,3.3,Education and Health Services,48259,TX
Kenedy County,2017,Fourth Quarter,1,,,,,Education and Health Services,48261,TX
Kent County,2017,Fourth Quarter,4,18,12.5,1464,-1.5,Education and Health Services,48263,TX
Kerr County,2017,Fourth Quarter,190,3686,2.4,920,1.2,Education and Health Services,48265,TX
Kimble County,2017,Fourth Quarter,9,155,0.6,580,4.3,Education and Health Services,48267,TX
King County,2017,Fourth Quarter,1,,,,,Education and Health Services,48269,TX
Kinney County,2017,Fourth Quarter,5,15,-6.3,669,12.1,Education and Health Services,48271,TX
Kleberg County,2017,Fourth Quarter,85,1499,-19,813,24.7,Education and Health Services,48273,TX
Knox County,2017,Fourth Quarter,6,62,8.8,449,28.7,Education and Health Services,48275,TX
Lamar County,2017,Fourth Quarter,180,3586,-0.4,770,6.4,Education and Health Services,48277,TX
Lamb County,2017,Fourth Quarter,21,247,-5.7,569,-2.9,Education and Health Services,48279,TX
Lampasas County,2017,Fourth Quarter,27,392,-6.2,741,2.6,Education and Health Services,48281,TX
La Salle County,2017,Fourth Quarter,8,122,3.4,610,1.8,Education and Health Services,48283,TX
Lavaca County,2017,Fourth Quarter,39,781,-14.9,673,-0.4,Education and Health Services,48285,TX
Lee County,2017,Fourth Quarter,35,373,-3.6,596,7.6,Education and Health Services,48287,TX
Leon County,2017,Fourth Quarter,24,129,19.4,578,-7.5,Education and Health Services,48289,TX
Liberty County,2017,Fourth Quarter,111,1822,0.7,745,19.2,Education and Health Services,48291,TX
Limestone County,2017,Fourth Quarter,25,925,-4,600,3.6,Education and Health Services,48293,TX
Lipscomb County,2017,Fourth Quarter,5,11,-8.3,361,-1.6,Education and Health Services,48295,TX
Live Oak County,2017,Fourth Quarter,11,108,-35.7,670,6.5,Education and Health Services,48297,TX
Llano County,2017,Fourth Quarter,38,395,5.6,916,8.7,Education and Health Services,48299,TX
Lubbock County,2017,Fourth Quarter,948,21777,-1.7,994,5.5,Education and Health Services,48303,TX
Lynn County,2017,Fourth Quarter,13,42,121.1,1026,83.2,Education and Health Services,48305,TX
McCulloch County,2017,Fourth Quarter,22,297,0,948,57,Education and Health Services,48307,TX
McLennan County,2017,Fourth Quarter,614,18216,1,979,1.5,Education and Health Services,48309,TX
McMullen County,2017,Fourth Quarter,2,,,,,Education and Health Services,48311,TX
Madison County,2017,Fourth Quarter,23,310,9.5,678,-2.9,Education and Health Services,48313,TX
Marion County,2017,Fourth Quarter,21,481,7.4,522,-2.2,Education and Health Services,48315,TX
Martin County,2017,Fourth Quarter,12,143,-8.9,514,-1.2,Education and Health Services,48317,TX
Mason County,2017,Fourth Quarter,7,90,-3.2,400,3.1,Education and Health Services,48319,TX
Matagorda County,2017,Fourth Quarter,69,984,2.6,734,0.5,Education and Health Services,48321,TX
Maverick County,2017,Fourth Quarter,121,3919,1.9,484,1.9,Education and Health Services,48323,TX
Medina County,2017,Fourth Quarter,67,648,-7.3,514,6.4,Education and Health Services,48325,TX
Menard County,2017,Fourth Quarter,2,,,,,Education and Health Services,48327,TX
Midland County,2017,Fourth Quarter,450,6988,-2.7,909,2.1,Education and Health Services,48329,TX
Milam County,2017,Fourth Quarter,36,763,-20.4,814,-6.5,Education and Health Services,48331,TX
Mills County,2017,Fourth Quarter,13,127,0,531,-1.1,Education and Health Services,48333,TX
Mitchell County,2017,Fourth Quarter,14,89,36.9,998,58.7,Education and Health Services,48335,TX
Montague County,2017,Fourth Quarter,42,453,7.9,582,7.2,Education and Health Services,48337,TX
Montgomery County,2017,Fourth Quarter,1401,21318,8.9,1018,2,Education and Health Services,48339,TX
Moore County,2017,Fourth Quarter,36,281,-6,804,16.5,Education and Health Services,48341,TX
Morris County,2017,Fourth Quarter,28,327,4.8,343,-6.5,Education and Health Services,48343,TX
Motley County,2017,Fourth Quarter,4,40,5.3,532,2.7,Education and Health Services,48345,TX
Nacogdoches County,2017,Fourth Quarter,205,2799,0.5,828,12.7,Education and Health Services,48347,TX
Navarro County,2017,Fourth Quarter,110,2252,-4.2,708,4.9,Education and Health Services,48349,TX
Newton County,2017,Fourth Quarter,11,148,-14.9,493,10,Education and Health Services,48351,TX
Nolan County,2017,Fourth Quarter,28,306,-6.1,559,1.5,Education and Health Services,48353,TX
Nueces County,2017,Fourth Quarter,1188,29077,-0.1,853,2,Education and Health Services,48355,TX
Ochiltree County,2017,Fourth Quarter,21,147,-3.9,472,-16.6,Education and Health Services,48357,TX
Oldham County,2017,Fourth Quarter,2,,,,,Education and Health Services,48359,TX
Orange County,2017,Fourth Quarter,136,1388,-11.9,609,-3.9,Education and Health Services,48361,TX
Palo Pinto County,2017,Fourth Quarter,61,505,-5.6,526,1.5,Education and Health Services,48363,TX
Panola County,2017,Fourth Quarter,52,727,-18.3,572,11.3,Education and Health Services,48365,TX
Parker County,2017,Fourth Quarter,269,3744,4,818,2.1,Education and Health Services,48367,TX
Parmer County,2017,Fourth Quarter,11,152,-5.6,785,2.7,Education and Health Services,48369,TX
Pecos County,2017,Fourth Quarter,16,189,5,766,5.4,Education and Health Services,48371,TX
Polk County,2017,Fourth Quarter,71,1235,-5.6,749,9.5,Education and Health Services,48373,TX
Potter County,2017,Fourth Quarter,541,12593,-1.3,1011,1,Education and Health Services,48375,TX
Presidio County,2017,Fourth Quarter,9,99,-15.4,426,-17.1,Education and Health Services,48377,TX
Rains County,2017,Fourth Quarter,26,162,-5.3,418,3.2,Education and Health Services,48379,TX
Randall County,2017,Fourth Quarter,275,3442,2.7,804,5,Education and Health Services,48381,TX
Reagan County,2017,Fourth Quarter,3,7,,131,,Education and Health Services,48383,TX
Real County,2017,Fourth Quarter,8,121,-1.6,568,6,Education and Health Services,48385,TX
Red River County,2017,Fourth Quarter,23,573,7.7,369,-2.9,Education and Health Services,48387,TX
Reeves County,2017,Fourth Quarter,8,173,-6.5,346,13.8,Education and Health Services,48389,TX
Refugio County,2017,Fourth Quarter,9,100,-12.3,576,7.1,Education and Health Services,48391,TX
Roberts County,2017,Fourth Quarter,1,,,,,Education and Health Services,48393,TX
Robertson County,2017,Fourth Quarter,19,276,-19.3,544,6.7,Education and Health Services,48395,TX
Rockwall County,2017,Fourth Quarter,372,5304,7.9,888,3.3,Education and Health Services,48397,TX
Runnels County,2017,Fourth Quarter,23,270,-1.5,657,-7.5,Education and Health Services,48399,TX
Rusk County,2017,Fourth Quarter,93,1584,0.4,578,-0.9,Education and Health Services,48401,TX
Sabine County,2017,Fourth Quarter,19,558,1.5,430,5.1,Education and Health Services,48403,TX
San Augustine County,2017,Fourth Quarter,17,416,-1.9,557,-2.5,Education and Health Services,48405,TX
San Jacinto County,2017,Fourth Quarter,17,155,,566,,Education and Health Services,48407,TX
San Patricio County,2017,Fourth Quarter,104,1043,-21,787,9.9,Education and Health Services,48409,TX
San Saba County,2017,Fourth Quarter,7,80,-23.8,583,-1,Education and Health Services,48411,TX
Schleicher County,2017,Fourth Quarter,3,,,,,Education and Health Services,48413,TX
Scurry County,2017,Fourth Quarter,22,285,-0.3,454,1.1,Education and Health Services,48415,TX
Shackelford County,2017,Fourth Quarter,8,69,9.5,718,6.4,Education and Health Services,48417,TX
Shelby County,2017,Fourth Quarter,43,606,-3.5,576,2.3,Education and Health Services,48419,TX
Sherman County,2017,Fourth Quarter,3,,,,,Education and Health Services,48421,TX
Smith County,2017,Fourth Quarter,946,24415,3.8,1028,1.6,Education and Health Services,48423,TX
Somervell County,2017,Fourth Quarter,20,474,0.4,676,4.5,Education and Health Services,48425,TX
Starr County,2017,Fourth Quarter,102,5247,-0.7,299,1,Education and Health Services,48427,TX
Stephens County,2017,Fourth Quarter,19,195,-24.1,734,-18.8,Education and Health Services,48429,TX
Sterling County,2017,Fourth Quarter,1,,,,,Education and Health Services,48431,TX
Stonewall County,2017,Fourth Quarter,4,5,0,208,-4.1,Education and Health Services,48433,TX
Sutton County,2017,Fourth Quarter,7,45,0,703,52.8,Education and Health Services,48435,TX
Swisher County,2017,Fourth Quarter,9,75,-11.8,800,11,Education and Health Services,48437,TX
Tarrant County,2017,Fourth Quarter,6272,118022,4.3,1093,2.2,Education and Health Services,48439,TX
Taylor County,2017,Fourth Quarter,483,12744,3.1,973,3.6,Education and Health Services,48441,TX
Terrell County,2017,Fourth Quarter,3,,,,,Education and Health Services,48443,TX
Terry County,2017,Fourth Quarter,16,217,-13.9,624,9.5,Education and Health Services,48445,TX
Throckmorton County,2017,Fourth Quarter,4,,,,,Education and Health Services,48447,TX
Titus County,2017,Fourth Quarter,191,1622,10.9,568,-3.1,Education and Health Services,48449,TX
Tom Green County,2017,Fourth Quarter,249,8134,-0.6,1003,4.3,Education and Health Services,48451,TX
Travis County,2017,Fourth Quarter,5061,84989,3.6,1071,-0.3,Education and Health Services,48453,TX
Trinity County,2017,Fourth Quarter,21,,,,,Education and Health Services,48455,TX
Tyler County,2017,Fourth Quarter,28,361,-0.3,582,-2.5,Education and Health Services,48457,TX
Upshur County,2017,Fourth Quarter,67,863,4.7,472,-3.5,Education and Health Services,48459,TX
Upton County,2017,Fourth Quarter,5,28,-12.5,277,14,Education and Health Services,48461,TX
Uvalde County,2017,Fourth Quarter,79,1294,3.1,512,5.1,Education and Health Services,48463,TX
Val Verde County,2017,Fourth Quarter,82,3011,-2.9,538,-1.1,Education and Health Services,48465,TX
Van Zandt County,2017,Fourth Quarter,116,1225,14.6,576,1.9,Education and Health Services,48467,TX
Victoria County,2017,Fourth Quarter,318,5721,-10.1,952,4.3,Education and Health Services,48469,TX
Walker County,2017,Fourth Quarter,104,2252,-2.2,811,-2.9,Education and Health Services,48471,TX
Waller County,2017,Fourth Quarter,59,1221,-1.3,427,0,Education and Health Services,48473,TX
Ward County,2017,Fourth Quarter,8,78,-2.5,573,8.3,Education and Health Services,48475,TX
Washington County,2017,Fourth Quarter,92,1807,-7.4,633,10.5,Education and Health Services,48477,TX
Webb County,2017,Fourth Quarter,562,16166,-0.5,560,-0.2,Education and Health Services,48479,TX
Wharton County,2017,Fourth Quarter,65,1754,3.7,622,1.6,Education and Health Services,48481,TX
Wheeler County,2017,Fourth Quarter,8,90,-35.7,330,-18.5,Education and Health Services,48483,TX
Wichita County,2017,Fourth Quarter,406,10052,7,759,-4.8,Education and Health Services,48485,TX
Wilbarger County,2017,Fourth Quarter,30,334,26.5,546,-7.9,Education and Health Services,48487,TX
Willacy County,2017,Fourth Quarter,26,392,8,785,0.4,Education and Health Services,48489,TX
Williamson County,2017,Fourth Quarter,1496,20425,5.9,898,3.8,Education and Health Services,48491,TX
Wilson County,2017,Fourth Quarter,61,841,3.6,697,12.1,Education and Health Services,48493,TX
Winkler County,2017,Fourth Quarter,8,,,,,Education and Health Services,48495,TX
Wise County,2017,Fourth Quarter,129,2411,-1.1,648,10.8,Education and Health Services,48497,TX
Wood County,2017,Fourth Quarter,125,1822,2.5,667,6.7,Education and Health Services,48499,TX
Yoakum County,2017,Fourth Quarter,9,97,-4.9,505,-0.4,Education and Health Services,48501,TX
Young County,2017,Fourth Quarter,53,868,-2.8,621,10.1,Education and Health Services,48503,TX
Zapata County,2017,Fourth Quarter,18,296,5.3,386,5.8,Education and Health Services,48505,TX
Zavala County,2017,Fourth Quarter,13,404,,423,,Education and Health Services,48507,TX
 ,,,,,,,,,,
