Area Name,Year,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS,USPS
Crosby County,2017,Third Quarter,10,36,-20,457,2,Professional and Business Services,48107,TX
Culberson County,2017,Third Quarter,4,,,,,Professional and Business Services,48109,TX
Dallam County,2017,Third Quarter,39,173,8.1,810,-2.4,Professional and Business Services,48111,TX
Dallas County,2017,Third Quarter,17265,343298,0.9,1408,-1.1,Professional and Business Services,48113,TX
Dawson County,2017,Third Quarter,28,97,-6.7,693,11.4,Professional and Business Services,48115,TX
Deaf Smith County,2017,Third Quarter,36,105,-11.8,708,-19,Professional and Business Services,48117,TX
Delta County,2017,Third Quarter,10,,,,,Professional and Business Services,48119,TX
Denton County,2017,Third Quarter,3446,30210,3.1,1283,-1.3,Professional and Business Services,48121,TX
DeWitt County,2017,Third Quarter,75,659,51.8,1086,4.7,Professional and Business Services,48123,TX
Dickens County,2017,Third Quarter,3,,,,,Professional and Business Services,48125,TX
Dimmit County,2017,Third Quarter,25,829,23.7,923,3.6,Professional and Business Services,48127,TX
Donley County,2017,Third Quarter,9,33,,915,,Professional and Business Services,48129,TX
Duval County,2017,Third Quarter,19,134,20.7,898,-1.6,Professional and Business Services,48131,TX
Eastland County,2017,Third Quarter,38,382,14,1256,-0.4,Professional and Business Services,48133,TX
Ector County,2017,Third Quarter,435,3989,14.7,1090,-3.3,Professional and Business Services,48135,TX
Edwards County,2017,Third Quarter,1,,,,,Professional and Business Services,48137,TX
Ellis County,2017,Third Quarter,422,3644,-6.9,751,1.5,Professional and Business Services,48139,TX
El Paso County,2017,Third Quarter,2204,32354,0,652,-4.4,Professional and Business Services,48141,TX
Erath County,2017,Third Quarter,155,1264,43,668,-1.8,Professional and Business Services,48143,TX
Falls County,2017,Third Quarter,20,61,-45.5,1250,36.3,Professional and Business Services,48145,TX
Fannin County,2017,Third Quarter,58,231,14.9,799,4.4,Professional and Business Services,48147,TX
Fayette County,2017,Third Quarter,77,326,-11.9,1033,16.3,Professional and Business Services,48149,TX
Fisher County,2017,Third Quarter,10,45,-2.2,430,-5.5,Professional and Business Services,48151,TX
Floyd County,2017,Third Quarter,11,47,-36.5,523,-32.3,Professional and Business Services,48153,TX
Foard County,2017,Third Quarter,6,26,73.3,625,35.9,Professional and Business Services,48155,TX
Fort Bend County,2017,Third Quarter,2890,19558,0.5,1260,9.6,Professional and Business Services,48157,TX
Franklin County,2017,Third Quarter,26,162,20,1542,36,Professional and Business Services,48159,TX
Freestone County,2017,Third Quarter,51,190,11.8,856,-13.4,Professional and Business Services,48161,TX
Frio County,2017,Third Quarter,21,656,4.6,1130,1.2,Professional and Business Services,48163,TX
Gaines County,2017,Third Quarter,29,129,29,849,-7.9,Professional and Business Services,48165,TX
Galveston County,2017,Third Quarter,1023,9253,0.8,849,-6.4,Professional and Business Services,48167,TX
Garza County,2017,Third Quarter,18,360,1.1,746,-13.9,Professional and Business Services,48169,TX
Gillespie County,2017,Third Quarter,123,500,8.9,854,5.7,Professional and Business Services,48171,TX
Glasscock County,2017,Third Quarter,5,,,,,Professional and Business Services,48173,TX
Goliad County,2017,Third Quarter,15,29,3.6,637,22,Professional and Business Services,48175,TX
Gonzales County,2017,Third Quarter,48,220,-4.3,812,7,Professional and Business Services,48177,TX
Gray County,2017,Third Quarter,64,436,6.3,943,2.7,Professional and Business Services,48179,TX
Grayson County,2017,Third Quarter,388,3107,13.6,707,-3.2,Professional and Business Services,48181,TX
Gregg County,2017,Third Quarter,646,6812,5.7,919,-6.6,Professional and Business Services,48183,TX
Grimes County,2017,Third Quarter,65,319,-5.3,633,0.3,Professional and Business Services,48185,TX
Guadalupe County,2017,Third Quarter,292,3428,26.4,904,-0.2,Professional and Business Services,48187,TX
Hale County,2017,Third Quarter,66,395,8.5,831,23.3,Professional and Business Services,48189,TX
Hall County,2017,Third Quarter,3,7,-75,1418,24.8,Professional and Business Services,48191,TX
Hamilton County,2017,Third Quarter,23,65,3.2,729,-0.5,Professional and Business Services,48193,TX
Hansford County,2017,Third Quarter,10,52,4,1381,6.4,Professional and Business Services,48195,TX
Hardeman County,2017,Third Quarter,7,23,,475,,Professional and Business Services,48197,TX
Hardin County,2017,Third Quarter,114,592,-10.3,981,-22.1,Professional and Business Services,48199,TX
Harris County,2017,Third Quarter,23224,397122,2.7,1543,-2.1,Professional and Business Services,48201,TX
Harrison County,2017,Third Quarter,205,1487,5.6,721,-9.8,Professional and Business Services,48203,TX
Hartley County,2017,Third Quarter,14,57,7.5,720,-3.4,Professional and Business Services,48205,TX
Haskell County,2017,Third Quarter,18,82,-44.6,1126,5,Professional and Business Services,48207,TX
Hays County,2017,Third Quarter,743,5033,2.6,937,1.1,Professional and Business Services,48209,TX
Hemphill County,2017,Third Quarter,15,73,9,845,-2.2,Professional and Business Services,48211,TX
Henderson County,2017,Third Quarter,177,960,7.4,775,-0.3,Professional and Business Services,48213,TX
Hidalgo County,2017,Third Quarter,1436,16427,4.4,608,-4.1,Professional and Business Services,48215,TX
Hill County,2017,Third Quarter,61,488,33.7,775,-13.9,Professional and Business Services,48217,TX
Hockley County,2017,Third Quarter,47,285,-8.4,592,19.8,Professional and Business Services,48219,TX
Hood County,2017,Third Quarter,231,1057,9.6,906,5.5,Professional and Business Services,48221,TX
Hopkins County,2017,Third Quarter,94,834,-29.3,868,14.7,Professional and Business Services,48223,TX
Houston County,2017,Third Quarter,161,548,-22.3,990,14.7,Professional and Business Services,48225,TX
Howard County,2017,Third Quarter,111,417,13.9,1051,19.7,Professional and Business Services,48227,TX
Hudspeth County,2017,Third Quarter,5,,,,,Professional and Business Services,48229,TX
Hunt County,2017,Third Quarter,162,1807,21.2,958,-9.1,Professional and Business Services,48231,TX
Hutchinson County,2017,Third Quarter,42,202,-2.9,1295,34.8,Professional and Business Services,48233,TX
Irion County,2017,Third Quarter,11,16,6.7,544,26.2,Professional and Business Services,48235,TX
Jack County,2017,Third Quarter,21,238,41.7,583,-46,Professional and Business Services,48237,TX
Jackson County,2017,Third Quarter,43,159,35.9,813,8.1,Professional and Business Services,48239,TX
Jasper County,2017,Third Quarter,56,368,-6.6,983,6.8,Professional and Business Services,48241,TX
Jeff Davis County,2017,Third Quarter,5,,,,,Professional and Business Services,48243,TX
Jefferson County,2017,Third Quarter,862,12246,1.5,1031,-8.1,Professional and Business Services,48245,TX
Jim Hogg County,2017,Third Quarter,4,53,-18.5,1408,-2.7,Professional and Business Services,48247,TX
Jim Wells County,2017,Third Quarter,101,616,2.3,712,-8.4,Professional and Business Services,48249,TX
Johnson County,2017,Third Quarter,390,2678,0.1,800,0.5,Professional and Business Services,48251,TX
Jones County,2017,Third Quarter,20,,,,,Professional and Business Services,48253,TX
Karnes County,2017,Third Quarter,35,834,33.2,1470,31.6,Professional and Business Services,48255,TX
Kaufman County,2017,Third Quarter,257,2035,14.7,842,11.4,Professional and Business Services,48257,TX
Kendall County,2017,Third Quarter,291,1586,0.4,1286,-7,Professional and Business Services,48259,TX
Kenedy County,2017,Third Quarter,5,13,-55.2,1309,0.6,Professional and Business Services,48261,TX
Kent County,2017,Third Quarter,3,,,,,Professional and Business Services,48263,TX
Kerr County,2017,Third Quarter,213,1234,2.3,980,-2.2,Professional and Business Services,48265,TX
Kimble County,2017,Third Quarter,15,,,,,Professional and Business Services,48267,TX
King County,2017,Third Quarter,3,,,,,Professional and Business Services,48269,TX
Kinney County,2017,Third Quarter,1,,,,,Professional and Business Services,48271,TX
Kleberg County,2017,Third Quarter,56,458,10.4,589,-6.8,Professional and Business Services,48273,TX
Knox County,2017,Third Quarter,3,,,,,Professional and Business Services,48275,TX
Lamar County,2017,Third Quarter,123,1707,31,554,-10.6,Professional and Business Services,48277,TX
Lamb County,2017,Third Quarter,25,260,19.3,1127,-16.6,Professional and Business Services,48279,TX
Lampasas County,2017,Third Quarter,57,248,0,778,13.2,Professional and Business Services,48281,TX
La Salle County,2017,Third Quarter,14,101,29.5,916,15.2,Professional and Business Services,48283,TX
Lavaca County,2017,Third Quarter,53,194,-2,708,4.1,Professional and Business Services,48285,TX
Lee County,2017,Third Quarter,34,238,-4.8,990,0.1,Professional and Business Services,48287,TX
Leon County,2017,Third Quarter,37,158,21.5,841,5.8,Professional and Business Services,48289,TX
Liberty County,2017,Third Quarter,135,710,-18,825,-2.1,Professional and Business Services,48291,TX
Limestone County,2017,Third Quarter,35,351,30.5,1060,31.2,Professional and Business Services,48293,TX
Lipscomb County,2017,Third Quarter,8,45,25,702,10,Professional and Business Services,48295,TX
Live Oak County,2017,Third Quarter,33,203,36.2,1718,-24.3,Professional and Business Services,48297,TX
Llano County,2017,Third Quarter,56,256,14.8,739,-0.9,Professional and Business Services,48299,TX
Loving County,2017,Third Quarter,2,,,,,Professional and Business Services,48301,TX
Lubbock County,2017,Third Quarter,1134,11961,1.8,773,-0.9,Professional and Business Services,48303,TX
Lynn County,2017,Third Quarter,13,43,26.5,1716,100.2,Professional and Business Services,48305,TX
McCulloch County,2017,Third Quarter,23,62,-4.6,568,23.2,Professional and Business Services,48307,TX
McLennan County,2017,Third Quarter,727,10835,-7.1,789,4.1,Professional and Business Services,48309,TX
McMullen County,2017,Third Quarter,7,,,,,Professional and Business Services,48311,TX
Madison County,2017,Third Quarter,38,87,-16.3,779,0.8,Professional and Business Services,48313,TX
Marion County,2017,Third Quarter,17,39,18.2,641,15.7,Professional and Business Services,48315,TX
Martin County,2017,Third Quarter,12,,,,,Professional and Business Services,48317,TX
Mason County,2017,Third Quarter,14,46,-8,845,-1.9,Professional and Business Services,48319,TX
Matagorda County,2017,Third Quarter,85,688,-14.4,1031,0.3,Professional and Business Services,48321,TX
Maverick County,2017,Third Quarter,69,454,13.8,666,2,Professional and Business Services,48323,TX
Medina County,2017,Third Quarter,106,606,4.7,667,15.8,Professional and Business Services,48325,TX
Menard County,2017,Third Quarter,5,6,20,259,7.9,Professional and Business Services,48327,TX
Midland County,2017,Third Quarter,849,8884,10.6,1489,6,Professional and Business Services,48329,TX
Milam County,2017,Third Quarter,56,407,-17.8,778,20.4,Professional and Business Services,48331,TX
Mills County,2017,Third Quarter,11,51,10.9,415,-10.9,Professional and Business Services,48333,TX
Mitchell County,2017,Third Quarter,14,38,40.7,693,-2.9,Professional and Business Services,48335,TX
Montague County,2017,Third Quarter,51,139,13,642,-4.9,Professional and Business Services,48337,TX
Montgomery County,2017,Third Quarter,2316,24713,14.1,1548,1.8,Professional and Business Services,48339,TX
Moore County,2017,Third Quarter,36,366,1.7,666,-1.9,Professional and Business Services,48341,TX
Morris County,2017,Third Quarter,22,90,3.4,1144,-2.5,Professional and Business Services,48343,TX
Motley County,2017,Third Quarter,5,21,10.5,256,-17.2,Professional and Business Services,48345,TX
Nacogdoches County,2017,Third Quarter,170,1730,-1.4,586,0.9,Professional and Business Services,48347,TX
Navarro County,2017,Third Quarter,120,893,3.1,625,-3.3,Professional and Business Services,48349,TX
Newton County,2017,Third Quarter,15,61,1.7,1271,27.6,Professional and Business Services,48351,TX
Nolan County,2017,Third Quarter,42,332,10.7,790,-2.8,Professional and Business Services,48353,TX
Nueces County,2017,Third Quarter,1256,15204,7.3,1034,-5,Professional and Business Services,48355,TX
Ochiltree County,2017,Third Quarter,27,121,44,836,-11.1,Professional and Business Services,48357,TX
Oldham County,2017,Third Quarter,5,9,-10,873,63.5,Professional and Business Services,48359,TX
Orange County,2017,Third Quarter,157,1131,-8.3,1019,-1.6,Professional and Business Services,48361,TX
Palo Pinto County,2017,Third Quarter,73,323,6.6,726,-26.4,Professional and Business Services,48363,TX
Panola County,2017,Third Quarter,63,539,7.8,686,-1.4,Professional and Business Services,48365,TX
Parker County,2017,Third Quarter,410,2322,-4.5,996,5.1,Professional and Business Services,48367,TX
Parmer County,2017,Third Quarter,21,248,0,691,3.4,Professional and Business Services,48369,TX
Pecos County,2017,Third Quarter,25,195,-2.5,856,20.1,Professional and Business Services,48371,TX
Polk County,2017,Third Quarter,121,563,-13.7,998,1.9,Professional and Business Services,48373,TX
Potter County,2017,Third Quarter,586,6271,-2.1,933,1.6,Professional and Business Services,48375,TX
Presidio County,2017,Third Quarter,10,58,13.7,557,16.3,Professional and Business Services,48377,TX
Rains County,2017,Third Quarter,26,143,10,800,3.4,Professional and Business Services,48379,TX
Randall County,2017,Third Quarter,381,2633,2.8,1602,4,Professional and Business Services,48381,TX
Reagan County,2017,Third Quarter,8,13,,640,,Professional and Business Services,48383,TX
Real County,2017,Third Quarter,8,20,25,594,-11.9,Professional and Business Services,48385,TX
Red River County,2017,Third Quarter,15,76,5.6,1338,38.9,Professional and Business Services,48387,TX
Reeves County,2017,Third Quarter,31,148,5,817,-11.7,Professional and Business Services,48389,TX
Refugio County,2017,Third Quarter,12,221,750,142,-79.1,Professional and Business Services,48391,TX
Roberts County,2017,Third Quarter,4,10,25,401,-10.5,Professional and Business Services,48393,TX
Robertson County,2017,Third Quarter,25,113,25.6,758,2.3,Professional and Business Services,48395,TX
Rockwall County,2017,Third Quarter,489,2843,7.6,1006,1.5,Professional and Business Services,48397,TX
Runnels County,2017,Third Quarter,20,153,43,463,-11.3,Professional and Business Services,48399,TX
Rusk County,2017,Third Quarter,94,1266,-9.4,715,-0.3,Professional and Business Services,48401,TX
Sabine County,2017,Third Quarter,21,46,31.4,1069,19.7,Professional and Business Services,48403,TX
San Augustine County,2017,Third Quarter,16,48,23.1,714,-8.7,Professional and Business Services,48405,TX
San Jacinto County,2017,Third Quarter,35,111,-8.3,914,-3.9,Professional and Business Services,48407,TX
San Patricio County,2017,Third Quarter,137,1067,6.3,1161,7.5,Professional and Business Services,48409,TX
San Saba County,2017,Third Quarter,16,39,,612,,Professional and Business Services,48411,TX
Schleicher County,2017,Third Quarter,6,12,-52,848,-20.3,Professional and Business Services,48413,TX
Scurry County,2017,Third Quarter,34,300,10.7,1664,16.3,Professional and Business Services,48415,TX
Shackelford County,2017,Third Quarter,12,29,0,487,-11.5,Professional and Business Services,48417,TX
Shelby County,2017,Third Quarter,46,441,0,1024,7.9,Professional and Business Services,48419,TX
Sherman County,2017,Third Quarter,11,51,155,679,-3.3,Professional and Business Services,48421,TX
Smith County,2017,Third Quarter,997,9984,14.4,947,6.8,Professional and Business Services,48423,TX
Somervell County,2017,Third Quarter,26,251,7.3,1051,8.7,Professional and Business Services,48425,TX
Starr County,2017,Third Quarter,70,372,-6.1,630,-31.3,Professional and Business Services,48427,TX
Stephens County,2017,Third Quarter,22,189,81.7,877,-9.1,Professional and Business Services,48429,TX
Sterling County,2017,Third Quarter,9,18,20,214,-16.1,Professional and Business Services,48431,TX
Stonewall County,2017,Third Quarter,1,,,,,Professional and Business Services,48433,TX
Sutton County,2017,Third Quarter,15,98,-18.3,543,-10.2,Professional and Business Services,48435,TX
Swisher County,2017,Third Quarter,8,19,-24,880,42.2,Professional and Business Services,48437,TX
Tarrant County,2017,Third Quarter,7987,100210,0.2,1064,-4,Professional and Business Services,48439,TX
Taylor County,2017,Third Quarter,527,5054,-2.7,728,0.7,Professional and Business Services,48441,TX
Terrell County,2017,Third Quarter,6,20,17.6,559,8.1,Professional and Business Services,48443,TX
Terry County,2017,Third Quarter,18,97,-51,645,-8.6,Professional and Business Services,48445,TX
Throckmorton County,2017,Third Quarter,6,12,20,528,36.4,Professional and Business Services,48447,TX
Titus County,2017,Third Quarter,60,630,5.7,666,-3.5,Professional and Business Services,48449,TX
Tom Green County,2017,Third Quarter,363,3686,6.7,732,3.2,Professional and Business Services,48451,TX
Travis County,2017,Third Quarter,11224,141114,3,1539,4.6,Professional and Business Services,48453,TX
Trinity County,2017,Third Quarter,22,,,,,Professional and Business Services,48455,TX
Tyler County,2017,Third Quarter,25,59,-31.4,683,38.5,Professional and Business Services,48457,TX
Upshur County,2017,Third Quarter,81,318,-21.5,977,-12.5,Professional and Business Services,48459,TX
Upton County,2017,Third Quarter,7,,,,,Professional and Business Services,48461,TX
Uvalde County,2017,Third Quarter,51,684,9.4,533,-10,Professional and Business Services,48463,TX
Val Verde County,2017,Third Quarter,70,847,-1.5,775,6,Professional and Business Services,48465,TX
Van Zandt County,2017,Third Quarter,119,553,11.9,790,0.6,Professional and Business Services,48467,TX
Victoria County,2017,Third Quarter,295,2360,-1.8,839,-5.1,Professional and Business Services,48469,TX
Walker County,2017,Third Quarter,151,712,-16.8,705,18.9,Professional and Business Services,48471,TX
Waller County,2017,Third Quarter,106,759,12.4,847,-8.6,Professional and Business Services,48473,TX
Ward County,2017,Third Quarter,29,214,6.5,966,20,Professional and Business Services,48475,TX
Washington County,2017,Third Quarter,104,779,20,764,-4.6,Professional and Business Services,48477,TX
Webb County,2017,Third Quarter,652,9423,4.5,574,-2.5,Professional and Business Services,48479,TX
Wharton County,2017,Third Quarter,93,499,23.2,729,-0.5,Professional and Business Services,48481,TX
Wheeler County,2017,Third Quarter,19,64,52.4,753,13.6,Professional and Business Services,48483,TX
Wichita County,2017,Third Quarter,419,4383,31.2,661,-3.5,Professional and Business Services,48485,TX
Wilbarger County,2017,Third Quarter,25,124,-5.3,660,6.5,Professional and Business Services,48487,TX
Willacy County,2017,Third Quarter,20,226,-28.3,672,-1.2,Professional and Business Services,48489,TX
Williamson County,2017,Third Quarter,2269,19644,0.8,1370,-1.9,Professional and Business Services,48491,TX
Wilson County,2017,Third Quarter,97,407,15,772,-7.3,Professional and Business Services,48493,TX
Winkler County,2017,Third Quarter,11,115,30.7,1873,-0.3,Professional and Business Services,48495,TX
Wise County,2017,Third Quarter,166,937,-6.1,868,4.7,Professional and Business Services,48497,TX
Wood County,2017,Third Quarter,95,408,8.8,754,1.1,Professional and Business Services,48499,TX
Yoakum County,2017,Third Quarter,21,93,12,1449,-0.6,Professional and Business Services,48501,TX
Young County,2017,Third Quarter,61,311,8,832,1.7,Professional and Business Services,48503,TX
Zapata County,2017,Third Quarter,17,117,4.5,919,-31.5,Professional and Business Services,48505,TX
Zavala County,2017,Third Quarter,12,147,8.9,531,-5.9,Professional and Business Services,48507,TX
 ,,,,,,,,,,
