Area Name,Year,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS,USPS
Hudspeth County,2017,Third Quarter,13,138,3.8,673,0.1,"Trade,Transportation, and Utilities",48229,TX
Hunt County,2017,Third Quarter,355,4840,-3.1,667,-1.2,"Trade,Transportation, and Utilities",48231,TX
Hutchinson County,2017,Third Quarter,95,1387,-2.6,718,10.8,"Trade,Transportation, and Utilities",48233,TX
Irion County,2017,Third Quarter,17,96,2.1,1313,29.9,"Trade,Transportation, and Utilities",48235,TX
Jack County,2017,Third Quarter,49,325,-23.5,1035,7.3,"Trade,Transportation, and Utilities",48237,TX
Jackson County,2017,Third Quarter,84,826,4.3,663,4.9,"Trade,Transportation, and Utilities",48239,TX
Jasper County,2017,Third Quarter,167,1951,-1.3,584,2.3,"Trade,Transportation, and Utilities",48241,TX
Jeff Davis County,2017,Third Quarter,12,68,4.6,398,-0.3,"Trade,Transportation, and Utilities",48243,TX
Jefferson County,2017,Third Quarter,1459,22855,-2.7,834,-0.5,"Trade,Transportation, and Utilities",48245,TX
Jim Hogg County,2017,Third Quarter,25,230,-9.8,546,6.6,"Trade,Transportation, and Utilities",48247,TX
Jim Wells County,2017,Third Quarter,224,2888,-1.8,818,7.9,"Trade,Transportation, and Utilities",48249,TX
Johnson County,2017,Third Quarter,712,11007,5.9,761,1.5,"Trade,Transportation, and Utilities",48251,TX
Jones County,2017,Third Quarter,88,596,1.7,883,8.5,"Trade,Transportation, and Utilities",48253,TX
Karnes County,2017,Third Quarter,96,1029,10.6,864,10.6,"Trade,Transportation, and Utilities",48255,TX
Kaufman County,2017,Third Quarter,472,7214,-2.5,759,0.4,"Trade,Transportation, and Utilities",48257,TX
Kendall County,2017,Third Quarter,266,3565,3.4,925,-1.6,"Trade,Transportation, and Utilities",48259,TX
Kenedy County,2017,Third Quarter,4,58,23.4,823,-24.1,"Trade,Transportation, and Utilities",48261,TX
Kent County,2017,Third Quarter,5,19,-5,394,-19.8,"Trade,Transportation, and Utilities",48263,TX
Kerr County,2017,Third Quarter,280,3294,-2.2,597,-4.8,"Trade,Transportation, and Utilities",48265,TX
Kimble County,2017,Third Quarter,35,246,-5.4,626,4.7,"Trade,Transportation, and Utilities",48267,TX
Kinney County,2017,Third Quarter,9,158,17.9,849,-1.8,"Trade,Transportation, and Utilities",48271,TX
Kleberg County,2017,Third Quarter,118,1650,-5.6,628,4.3,"Trade,Transportation, and Utilities",48273,TX
Knox County,2017,Third Quarter,30,250,6.4,889,5.2,"Trade,Transportation, and Utilities",48275,TX
Lamar County,2017,Third Quarter,315,3617,-4,1048,41.2,"Trade,Transportation, and Utilities",48277,TX
Lamb County,2017,Third Quarter,85,817,-0.7,905,-0.4,"Trade,Transportation, and Utilities",48279,TX
Lampasas County,2017,Third Quarter,77,871,0.5,605,-1.3,"Trade,Transportation, and Utilities",48281,TX
La Salle County,2017,Third Quarter,41,408,104,809,25.8,"Trade,Transportation, and Utilities",48283,TX
Lavaca County,2017,Third Quarter,135,1249,-1.3,733,11.7,"Trade,Transportation, and Utilities",48285,TX
Lee County,2017,Third Quarter,114,1081,5.2,715,-2.7,"Trade,Transportation, and Utilities",48287,TX
Leon County,2017,Third Quarter,107,915,1.3,525,-0.6,"Trade,Transportation, and Utilities",48289,TX
Liberty County,2017,Third Quarter,280,3825,1.4,777,4.2,"Trade,Transportation, and Utilities",48291,TX
Limestone County,2017,Third Quarter,109,1374,-13.4,775,-6.9,"Trade,Transportation, and Utilities",48293,TX
Lipscomb County,2017,Third Quarter,23,217,0,864,18,"Trade,Transportation, and Utilities",48295,TX
Live Oak County,2017,Third Quarter,79,789,9.1,893,15.1,"Trade,Transportation, and Utilities",48297,TX
Llano County,2017,Third Quarter,93,909,6.4,674,-3,"Trade,Transportation, and Utilities",48299,TX
Loving County,2017,Third Quarter,1,,,,,"Trade,Transportation, and Utilities",48301,TX
Lubbock County,2017,Third Quarter,1581,29059,0.2,729,-0.7,"Trade,Transportation, and Utilities",48303,TX
Lynn County,2017,Third Quarter,30,253,5.4,866,4.1,"Trade,Transportation, and Utilities",48305,TX
McCulloch County,2017,Third Quarter,57,765,0.5,834,22.3,"Trade,Transportation, and Utilities",48307,TX
McLennan County,2017,Third Quarter,1206,19643,1,688,-1.4,"Trade,Transportation, and Utilities",48309,TX
McMullen County,2017,Third Quarter,13,79,-27.5,896,-16.3,"Trade,Transportation, and Utilities",48311,TX
Madison County,2017,Third Quarter,54,869,1.8,696,4.7,"Trade,Transportation, and Utilities",48313,TX
Marion County,2017,Third Quarter,40,272,-9.9,732,5,"Trade,Transportation, and Utilities",48315,TX
Martin County,2017,Third Quarter,32,437,0.9,1130,7.3,"Trade,Transportation, and Utilities",48317,TX
Mason County,2017,Third Quarter,39,216,-2.3,524,7.8,"Trade,Transportation, and Utilities",48319,TX
Matagorda County,2017,Third Quarter,184,3063,-3.1,1336,11.1,"Trade,Transportation, and Utilities",48321,TX
Maverick County,2017,Third Quarter,324,3640,-1.7,518,2.6,"Trade,Transportation, and Utilities",48323,TX
Medina County,2017,Third Quarter,168,2157,14.7,665,0,"Trade,Transportation, and Utilities",48325,TX
Menard County,2017,Third Quarter,14,85,7.6,440,-5.4,"Trade,Transportation, and Utilities",48327,TX
Midland County,2017,Third Quarter,1036,18000,7.4,1079,9.4,"Trade,Transportation, and Utilities",48329,TX
Milam County,2017,Third Quarter,96,1067,5.9,809,-6.4,"Trade,Transportation, and Utilities",48331,TX
Mills County,2017,Third Quarter,29,283,6.4,580,2.7,"Trade,Transportation, and Utilities",48333,TX
Mitchell County,2017,Third Quarter,38,255,-1.9,819,4.6,"Trade,Transportation, and Utilities",48335,TX
Montague County,2017,Third Quarter,114,1048,3.5,745,21.7,"Trade,Transportation, and Utilities",48337,TX
Montgomery County,2017,Third Quarter,2330,35211,3,781,-1.4,"Trade,Transportation, and Utilities",48339,TX
Moore County,2017,Third Quarter,135,1703,-7.2,794,-0.5,"Trade,Transportation, and Utilities",48341,TX
Morris County,2017,Third Quarter,54,648,-2.3,764,12.2,"Trade,Transportation, and Utilities",48343,TX
Motley County,2017,Third Quarter,6,63,-6,511,-1.9,"Trade,Transportation, and Utilities",48345,TX
Nacogdoches County,2017,Third Quarter,290,3808,-2.1,682,4.4,"Trade,Transportation, and Utilities",48347,TX
Navarro County,2017,Third Quarter,246,3296,-0.1,704,8.6,"Trade,Transportation, and Utilities",48349,TX
Newton County,2017,Third Quarter,39,241,16.4,824,60,"Trade,Transportation, and Utilities",48351,TX
Nolan County,2017,Third Quarter,94,1116,1,795,2.6,"Trade,Transportation, and Utilities",48353,TX
Nueces County,2017,Third Quarter,1785,28134,-2.1,787,1.3,"Trade,Transportation, and Utilities",48355,TX
Ochiltree County,2017,Third Quarter,99,889,-1,808,4.7,"Trade,Transportation, and Utilities",48357,TX
Oldham County,2017,Third Quarter,17,97,0,826,4.4,"Trade,Transportation, and Utilities",48359,TX
Orange County,2017,Third Quarter,369,4201,-4.2,732,6.4,"Trade,Transportation, and Utilities",48361,TX
Palo Pinto County,2017,Third Quarter,167,1635,2.6,618,-0.2,"Trade,Transportation, and Utilities",48363,TX
Panola County,2017,Third Quarter,129,1431,6.2,848,7.3,"Trade,Transportation, and Utilities",48365,TX
Parker County,2017,Third Quarter,584,7282,4.9,782,-1.6,"Trade,Transportation, and Utilities",48367,TX
Parmer County,2017,Third Quarter,68,495,5.5,737,-0.1,"Trade,Transportation, and Utilities",48369,TX
Pecos County,2017,Third Quarter,106,1132,-9.3,947,10.1,"Trade,Transportation, and Utilities",48371,TX
Polk County,2017,Third Quarter,196,2150,-3.3,628,-1.7,"Trade,Transportation, and Utilities",48373,TX
Potter County,2017,Third Quarter,878,14748,-3.8,775,-0.5,"Trade,Transportation, and Utilities",48375,TX
Presidio County,2017,Third Quarter,43,266,-2.2,538,14.5,"Trade,Transportation, and Utilities",48377,TX
Rains County,2017,Third Quarter,46,407,0.2,623,-2.7,"Trade,Transportation, and Utilities",48379,TX
Randall County,2017,Third Quarter,515,8410,-2.3,703,-0.8,"Trade,Transportation, and Utilities",48381,TX
Reagan County,2017,Third Quarter,33,609,27.7,1717,27.8,"Trade,Transportation, and Utilities",48383,TX
Real County,2017,Third Quarter,22,127,16.5,427,-15.6,"Trade,Transportation, and Utilities",48385,TX
Red River County,2017,Third Quarter,56,344,-1.7,646,0.3,"Trade,Transportation, and Utilities",48387,TX
Reeves County,2017,Third Quarter,79,1155,36.4,865,17.8,"Trade,Transportation, and Utilities",48389,TX
Refugio County,2017,Third Quarter,33,352,-2.5,674,-0.3,"Trade,Transportation, and Utilities",48391,TX
Roberts County,2017,Third Quarter,5,19,-42.4,440,-46.1,"Trade,Transportation, and Utilities",48393,TX
Robertson County,2017,Third Quarter,91,1179,10.8,1090,-2.7,"Trade,Transportation, and Utilities",48395,TX
Rockwall County,2017,Third Quarter,471,6720,4.1,703,-0.3,"Trade,Transportation, and Utilities",48397,TX
Runnels County,2017,Third Quarter,60,564,2.4,710,-7.1,"Trade,Transportation, and Utilities",48399,TX
Rusk County,2017,Third Quarter,188,2324,-3.6,898,-4.3,"Trade,Transportation, and Utilities",48401,TX
Sabine County,2017,Third Quarter,52,365,0.3,427,-1.2,"Trade,Transportation, and Utilities",48403,TX
San Augustine County,2017,Third Quarter,45,495,19.3,762,-5.5,"Trade,Transportation, and Utilities",48405,TX
San Jacinto County,2017,Third Quarter,56,369,3.9,545,-2,"Trade,Transportation, and Utilities",48407,TX
San Patricio County,2017,Third Quarter,217,3075,-10,686,-2.8,"Trade,Transportation, and Utilities",48409,TX
San Saba County,2017,Third Quarter,48,555,-15.9,762,-13.8,"Trade,Transportation, and Utilities",48411,TX
Schleicher County,2017,Third Quarter,12,93,-23.1,933,22.9,"Trade,Transportation, and Utilities",48413,TX
Scurry County,2017,Third Quarter,103,1510,9.9,986,5.1,"Trade,Transportation, and Utilities",48415,TX
Shackelford County,2017,Third Quarter,35,182,-7.1,738,-6.9,"Trade,Transportation, and Utilities",48417,TX
Shelby County,2017,Third Quarter,143,1423,-5.6,655,11.2,"Trade,Transportation, and Utilities",48419,TX
Sherman County,2017,Third Quarter,27,174,-4.4,874,1.5,"Trade,Transportation, and Utilities",48421,TX
Smith County,2017,Third Quarter,1262,21927,-0.4,728,1,"Trade,Transportation, and Utilities",48423,TX
Somervell County,2017,Third Quarter,51,1307,-8,1493,-12.1,"Trade,Transportation, and Utilities",48425,TX
Starr County,2017,Third Quarter,165,1988,1.1,508,1.4,"Trade,Transportation, and Utilities",48427,TX
Stephens County,2017,Third Quarter,55,510,-2.7,534,21.1,"Trade,Transportation, and Utilities",48429,TX
Sterling County,2017,Third Quarter,15,90,-10.9,953,6.2,"Trade,Transportation, and Utilities",48431,TX
Stonewall County,2017,Third Quarter,13,47,-6,883,8.5,"Trade,Transportation, and Utilities",48433,TX
Sutton County,2017,Third Quarter,42,557,2.8,1569,24.4,"Trade,Transportation, and Utilities",48435,TX
Swisher County,2017,Third Quarter,37,285,-8.7,620,0.8,"Trade,Transportation, and Utilities",48437,TX
Tarrant County,2017,Third Quarter,9549,215381,1.7,956,-1.1,"Trade,Transportation, and Utilities",48439,TX
Taylor County,2017,Third Quarter,788,11904,1.5,744,6.1,"Trade,Transportation, and Utilities",48441,TX
Terrell County,2017,Third Quarter,11,33,-17.5,631,13.3,"Trade,Transportation, and Utilities",48443,TX
Terry County,2017,Third Quarter,67,629,-20.5,887,25.6,"Trade,Transportation, and Utilities",48445,TX
Throckmorton County,2017,Third Quarter,15,91,-3.2,498,-11.9,"Trade,Transportation, and Utilities",48447,TX
Titus County,2017,Third Quarter,179,2492,2.7,681,-3.4,"Trade,Transportation, and Utilities",48449,TX
Tom Green County,2017,Third Quarter,622,9074,0.1,699,6.9,"Trade,Transportation, and Utilities",48451,TX
Travis County,2017,Third Quarter,6319,109116,2.1,1033,-0.8,"Trade,Transportation, and Utilities",48453,TX
Trinity County,2017,Third Quarter,52,364,0.8,561,-2.6,"Trade,Transportation, and Utilities",48455,TX
Tyler County,2017,Third Quarter,79,725,-8.2,635,4.3,"Trade,Transportation, and Utilities",48457,TX
Upshur County,2017,Third Quarter,110,1170,2.8,690,1.3,"Trade,Transportation, and Utilities",48459,TX
Upton County,2017,Third Quarter,24,340,10.7,1188,14.1,"Trade,Transportation, and Utilities",48461,TX
Uvalde County,2017,Third Quarter,168,1989,-4.4,632,1.9,"Trade,Transportation, and Utilities",48463,TX
Val Verde County,2017,Third Quarter,235,3577,6.9,585,-5.6,"Trade,Transportation, and Utilities",48465,TX
Van Zandt County,2017,Third Quarter,218,2124,5.3,640,-3.5,"Trade,Transportation, and Utilities",48467,TX
Victoria County,2017,Third Quarter,568,9448,0.5,815,4.8,"Trade,Transportation, and Utilities",48469,TX
Walker County,2017,Third Quarter,228,3006,0.4,578,2.3,"Trade,Transportation, and Utilities",48471,TX
Waller County,2017,Third Quarter,186,2998,-1.8,753,0.3,"Trade,Transportation, and Utilities",48473,TX
Ward County,2017,Third Quarter,83,1021,10.6,1048,4.5,"Trade,Transportation, and Utilities",48475,TX
Washington County,2017,Third Quarter,201,3365,0.4,680,0.1,"Trade,Transportation, and Utilities",48477,TX
Webb County,2017,Third Quarter,2311,29972,-1,653,-0.8,"Trade,Transportation, and Utilities",48479,TX
Wharton County,2017,Third Quarter,284,3716,2.9,727,-2,"Trade,Transportation, and Utilities",48481,TX
Wheeler County,2017,Third Quarter,48,347,-3.9,710,6.6,"Trade,Transportation, and Utilities",48483,TX
Wichita County,2017,Third Quarter,717,10278,-3.1,651,-3.6,"Trade,Transportation, and Utilities",48485,TX
Wilbarger County,2017,Third Quarter,69,924,-2.3,770,-0.9,"Trade,Transportation, and Utilities",48487,TX
Willacy County,2017,Third Quarter,50,406,-18.6,584,1.9,"Trade,Transportation, and Utilities",48489,TX
Williamson County,2017,Third Quarter,2010,39602,4.6,999,0.4,"Trade,Transportation, and Utilities",48491,TX
Wilson County,2017,Third Quarter,141,1788,15.4,637,5.5,"Trade,Transportation, and Utilities",48493,TX
Winkler County,2017,Third Quarter,44,559,8.3,961,0.3,"Trade,Transportation, and Utilities",48495,TX
Wise County,2017,Third Quarter,310,3992,0.8,842,-5,"Trade,Transportation, and Utilities",48497,TX
Wood County,2017,Third Quarter,183,1845,0.1,617,-1.1,"Trade,Transportation, and Utilities",48499,TX
Yoakum County,2017,Third Quarter,60,586,4.6,893,-4.9,"Trade,Transportation, and Utilities",48501,TX
Young County,2017,Third Quarter,111,1029,-1.2,702,-4.1,"Trade,Transportation, and Utilities",48503,TX
Zapata County,2017,Third Quarter,36,333,0.3,552,-5,"Trade,Transportation, and Utilities",48505,TX
Zavala County,2017,Third Quarter,27,273,4.6,889,27.2,"Trade,Transportation, and Utilities",48507,TX
 ,,,,,,,,,,
