Area Name,Year,Quarter,No Of Establishments,Employment,One-Year Employment Gain/Loss (Percent),Average Weekly Wages,On-Year Weekly Wages Gain/Loss (Percent),Industry,FIPS,USPS
Fayette County,2017,Third Quarter,11,15,200,360,-51.7,Unclassified,48149,TX
Fisher County,2017,Third Quarter,4,,,,,Unclassified,48151,TX
Floyd County,2017,Third Quarter,6,,,,,Unclassified,48153,TX
Foard County,2017,Third Quarter,2,,,,,Unclassified,48155,TX
Fort Bend County,2017,Third Quarter,192,230,35.3,605,-6.5,Unclassified,48157,TX
Franklin County,2017,Third Quarter,1,,,,,Unclassified,48159,TX
Freestone County,2017,Third Quarter,4,9,,554,,Unclassified,48161,TX
Frio County,2017,Third Quarter,3,1,0,126,5,Unclassified,48163,TX
Gaines County,2017,Third Quarter,7,30,233.3,506,-62.4,Unclassified,48165,TX
Galveston County,2017,Third Quarter,84,141,43.9,656,23.1,Unclassified,48167,TX
Garza County,2017,Third Quarter,3,,,,,Unclassified,48169,TX
Gillespie County,2017,Third Quarter,7,16,14.3,443,74.4,Unclassified,48171,TX
Glasscock County,2017,Third Quarter,1,2,,511,,Unclassified,48173,TX
Goliad County,2017,Third Quarter,1,0,,0,,Unclassified,48175,TX
Gonzales County,2017,Third Quarter,4,9,0,342,-3.4,Unclassified,48177,TX
Gray County,2017,Third Quarter,5,31,,359,,Unclassified,48179,TX
Grayson County,2017,Third Quarter,25,94,100,459,7.5,Unclassified,48181,TX
Gregg County,2017,Third Quarter,25,48,140,419,-14.1,Unclassified,48183,TX
Grimes County,2017,Third Quarter,2,3,200,2689,198.8,Unclassified,48185,TX
Guadalupe County,2017,Third Quarter,20,43,95.5,507,-16.9,Unclassified,48187,TX
Hale County,2017,Third Quarter,8,13,30,424,-4.1,Unclassified,48189,TX
Hall County,2017,Third Quarter,1,2,100,230,-66.8,Unclassified,48191,TX
Hamilton County,2017,Third Quarter,1,0,,0,,Unclassified,48193,TX
Hansford County,2017,Third Quarter,3,,,,,Unclassified,48195,TX
Hardeman County,2017,Third Quarter,2,,,,,Unclassified,48197,TX
Hardin County,2017,Third Quarter,4,7,,572,,Unclassified,48199,TX
Harris County,2017,Third Quarter,1160,1992,50.7,648,5.4,Unclassified,48201,TX
Harrison County,2017,Third Quarter,9,32,966.7,387,17.3,Unclassified,48203,TX
Haskell County,2017,Third Quarter,2,,,,,Unclassified,48207,TX
Hays County,2017,Third Quarter,31,51,537.5,569,13.8,Unclassified,48209,TX
Hemphill County,2017,Third Quarter,1,1,,577,,Unclassified,48211,TX
Henderson County,2017,Third Quarter,7,21,162.5,570,316.1,Unclassified,48213,TX
Hidalgo County,2017,Third Quarter,183,326,126.4,399,26.7,Unclassified,48215,TX
Hill County,2017,Third Quarter,3,10,900,520,-66.2,Unclassified,48217,TX
Hockley County,2017,Third Quarter,6,17,466.7,397,77.2,Unclassified,48219,TX
Hood County,2017,Third Quarter,10,18,260,325,21.7,Unclassified,48221,TX
Hopkins County,2017,Third Quarter,8,13,160,755,86.4,Unclassified,48223,TX
Houston County,2017,Third Quarter,27,57,14,1267,30.5,Unclassified,48225,TX
Howard County,2017,Third Quarter,6,5,25,759,-49.3,Unclassified,48227,TX
Hudspeth County,2017,Third Quarter,1,1,,255,,Unclassified,48229,TX
Hunt County,2017,Third Quarter,12,38,123.5,492,23.9,Unclassified,48231,TX
Hutchinson County,2017,Third Quarter,4,9,,290,,Unclassified,48233,TX
Jack County,2017,Third Quarter,1,,,,,Unclassified,48237,TX
Jackson County,2017,Third Quarter,7,10,25,296,-1,Unclassified,48239,TX
Jasper County,2017,Third Quarter,2,8,,512,,Unclassified,48241,TX
Jefferson County,2017,Third Quarter,27,59,555.6,435,39.9,Unclassified,48245,TX
Jim Hogg County,2017,Third Quarter,1,0,,0,,Unclassified,48247,TX
Jim Wells County,2017,Third Quarter,4,7,133.3,268,-10.1,Unclassified,48249,TX
Johnson County,2017,Third Quarter,29,51,75.9,688,9.2,Unclassified,48251,TX
Jones County,2017,Third Quarter,1,0,,0,-100,Unclassified,48253,TX
Karnes County,2017,Third Quarter,4,,,,,Unclassified,48255,TX
Kaufman County,2017,Third Quarter,17,29,0,1609,151,Unclassified,48257,TX
Kendall County,2017,Third Quarter,7,13,0,510,12.1,Unclassified,48259,TX
Kenedy County,2017,Third Quarter,1,1,,1417,,Unclassified,48261,TX
Kent County,2017,Third Quarter,1,1,0,114,37.3,Unclassified,48263,TX
Kerr County,2017,Third Quarter,9,11,1000,1139,198.2,Unclassified,48265,TX
Kimble County,2017,Third Quarter,2,0,,0,,Unclassified,48267,TX
Kinney County,2017,Third Quarter,1,2,,235,,Unclassified,48271,TX
Kleberg County,2017,Third Quarter,4,4,300,308,28.3,Unclassified,48273,TX
Knox County,2017,Third Quarter,2,2,,345,,Unclassified,48275,TX
Lamar County,2017,Third Quarter,4,21,23.5,488,89.9,Unclassified,48277,TX
Lamb County,2017,Third Quarter,7,21,250,580,36.8,Unclassified,48279,TX
Lampasas County,2017,Third Quarter,4,3,-40,180,-17.8,Unclassified,48281,TX
La Salle County,2017,Third Quarter,3,8,166.7,696,-23.9,Unclassified,48283,TX
Lavaca County,2017,Third Quarter,5,6,-40,612,117.8,Unclassified,48285,TX
Lee County,2017,Third Quarter,1,3,200,1167,41.8,Unclassified,48287,TX
Leon County,2017,Third Quarter,6,22,214.3,386,-15.2,Unclassified,48289,TX
Liberty County,2017,Third Quarter,6,17,-46.9,703,0.3,Unclassified,48291,TX
Limestone County,2017,Third Quarter,2,7,-30,279,15.8,Unclassified,48293,TX
Lipscomb County,2017,Third Quarter,1,,,,,Unclassified,48295,TX
Llano County,2017,Third Quarter,1,4,-42.9,574,49.1,Unclassified,48299,TX
Lubbock County,2017,Third Quarter,56,129,180.4,448,15.8,Unclassified,48303,TX
Lynn County,2017,Third Quarter,3,3,0,548,7.7,Unclassified,48305,TX
McCulloch County,2017,Third Quarter,2,3,200,514,-8.7,Unclassified,48307,TX
McLennan County,2017,Third Quarter,34,75,120.6,473,1.7,Unclassified,48309,TX
McMullen County,2017,Third Quarter,1,3,0,694,5.5,Unclassified,48311,TX
Madison County,2017,Third Quarter,3,7,,796,,Unclassified,48313,TX
Marion County,2017,Third Quarter,2,7,,352,,Unclassified,48315,TX
Martin County,2017,Third Quarter,1,1,,533,,Unclassified,48317,TX
Mason County,2017,Third Quarter,2,,,,,Unclassified,48319,TX
Matagorda County,2017,Third Quarter,1,0,,0,,Unclassified,48321,TX
Maverick County,2017,Third Quarter,3,0,-100,0,-100,Unclassified,48323,TX
Medina County,2017,Third Quarter,7,6,200,330,-29.3,Unclassified,48325,TX
Midland County,2017,Third Quarter,46,92,35.3,756,23.3,Unclassified,48329,TX
Milam County,2017,Third Quarter,2,2,-33.3,754,87.1,Unclassified,48331,TX
Mills County,2017,Third Quarter,1,,,,,Unclassified,48333,TX
Montague County,2017,Third Quarter,3,3,,353,,Unclassified,48337,TX
Montgomery County,2017,Third Quarter,100,168,64.7,807,-6.4,Unclassified,48339,TX
Moore County,2017,Third Quarter,4,14,-6.7,297,-14.7,Unclassified,48341,TX
Morris County,2017,Third Quarter,3,2,100,483,49.1,Unclassified,48343,TX
Motley County,2017,Third Quarter,1,,,,,Unclassified,48345,TX
Nacogdoches County,2017,Third Quarter,6,15,36.4,305,2,Unclassified,48347,TX
Navarro County,2017,Third Quarter,12,24,71.4,463,64.8,Unclassified,48349,TX
Nolan County,2017,Third Quarter,5,9,125,614,62.4,Unclassified,48353,TX
Nueces County,2017,Third Quarter,43,99,130.2,454,18.8,Unclassified,48355,TX
Ochiltree County,2017,Third Quarter,3,9,200,446,-54.7,Unclassified,48357,TX
Oldham County,2017,Third Quarter,1,1,,502,,Unclassified,48359,TX
Orange County,2017,Third Quarter,13,23,9.5,509,23.5,Unclassified,48361,TX
Palo Pinto County,2017,Third Quarter,4,11,57.1,534,70.6,Unclassified,48363,TX
Panola County,2017,Third Quarter,2,5,150,230,-39.5,Unclassified,48365,TX
Parker County,2017,Third Quarter,28,28,0,664,31.2,Unclassified,48367,TX
Parmer County,2017,Third Quarter,5,15,50,865,-4.5,Unclassified,48369,TX
Pecos County,2017,Third Quarter,3,6,200,324,-3.6,Unclassified,48371,TX
Polk County,2017,Third Quarter,5,12,1100,598,21.5,Unclassified,48373,TX
Potter County,2017,Third Quarter,22,49,14,605,52.4,Unclassified,48375,TX
Presidio County,2017,Third Quarter,1,0,,0,,Unclassified,48377,TX
Rains County,2017,Third Quarter,2,,,,,Unclassified,48379,TX
Randall County,2017,Third Quarter,14,24,242.9,482,-29.3,Unclassified,48381,TX
Reagan County,2017,Third Quarter,1,,,,,Unclassified,48383,TX
Red River County,2017,Third Quarter,2,5,-16.7,975,33,Unclassified,48387,TX
Reeves County,2017,Third Quarter,4,4,,598,,Unclassified,48389,TX
Refugio County,2017,Third Quarter,1,0,,0,,Unclassified,48391,TX
Roberts County,2017,Third Quarter,1,1,0,555,-5.6,Unclassified,48393,TX
Robertson County,2017,Third Quarter,10,14,366.7,448,75.7,Unclassified,48395,TX
Rockwall County,2017,Third Quarter,29,79,21.5,911,-13.3,Unclassified,48397,TX
Runnels County,2017,Third Quarter,1,1,,325,,Unclassified,48399,TX
Rusk County,2017,Third Quarter,5,12,1100,261,107.1,Unclassified,48401,TX
Sabine County,2017,Third Quarter,2,,,,,Unclassified,48403,TX
San Augustine County,2017,Third Quarter,1,1,,12,,Unclassified,48405,TX
San Jacinto County,2017,Third Quarter,9,12,1100,168,-9.2,Unclassified,48407,TX
San Patricio County,2017,Third Quarter,4,13,225,564,12.4,Unclassified,48409,TX
San Saba County,2017,Third Quarter,1,0,,35,,Unclassified,48411,TX
Schleicher County,2017,Third Quarter,2,2,,414,,Unclassified,48413,TX
Scurry County,2017,Third Quarter,2,1,,650,,Unclassified,48415,TX
Shackelford County,2017,Third Quarter,2,,,,,Unclassified,48417,TX
Shelby County,2017,Third Quarter,3,5,-28.6,646,24.7,Unclassified,48419,TX
Sherman County,2017,Third Quarter,1,0,,0,,Unclassified,48421,TX
Smith County,2017,Third Quarter,30,68,,400,,Unclassified,48423,TX
Somervell County,2017,Third Quarter,2,1,,356,,Unclassified,48425,TX
Starr County,2017,Third Quarter,5,9,,427,,Unclassified,48427,TX
Stephens County,2017,Third Quarter,1,,,,,Unclassified,48429,TX
Sterling County,2017,Third Quarter,1,1,,243,,Unclassified,48431,TX
Sutton County,2017,Third Quarter,3,,,,,Unclassified,48435,TX
Swisher County,2017,Third Quarter,4,,,,,Unclassified,48437,TX
Tarrant County,2017,Third Quarter,376,685,,590,,Unclassified,48439,TX
Taylor County,2017,Third Quarter,21,71,,664,,Unclassified,48441,TX
Terry County,2017,Third Quarter,7,11,,470,,Unclassified,48445,TX
Titus County,2017,Third Quarter,5,16,,428,,Unclassified,48449,TX
Tom Green County,2017,Third Quarter,16,36,,298,,Unclassified,48451,TX
Travis County,2017,Third Quarter,407,640,,930,,Unclassified,48453,TX
Trinity County,2017,Third Quarter,1,0,,0,,Unclassified,48455,TX
Tyler County,2017,Third Quarter,10,17,,339,,Unclassified,48457,TX
Upshur County,2017,Third Quarter,2,3,,260,,Unclassified,48459,TX
Upton County,2017,Third Quarter,1,0,,0,,Unclassified,48461,TX
Uvalde County,2017,Third Quarter,5,8,,342,,Unclassified,48463,TX
Val Verde County,2017,Third Quarter,8,21,,286,,Unclassified,48465,TX
Van Zandt County,2017,Third Quarter,10,29,,571,,Unclassified,48467,TX
Victoria County,2017,Third Quarter,10,31,,941,,Unclassified,48469,TX
Walker County,2017,Third Quarter,10,26,,913,,Unclassified,48471,TX
Waller County,2017,Third Quarter,9,24,,707,,Unclassified,48473,TX
Washington County,2017,Third Quarter,15,31,,893,,Unclassified,48477,TX
Webb County,2017,Third Quarter,36,75,,411,,Unclassified,48479,TX
Wharton County,2017,Third Quarter,7,23,,418,,Unclassified,48481,TX
Wichita County,2017,Third Quarter,20,17,,307,,Unclassified,48485,TX
Wilbarger County,2017,Third Quarter,2,1,,359,,Unclassified,48487,TX
Willacy County,2017,Third Quarter,4,,,,,Unclassified,48489,TX
Williamson County,2017,Third Quarter,116,209,,808,,Unclassified,48491,TX
Wilson County,2017,Third Quarter,7,10,,407,,Unclassified,48493,TX
Winkler County,2017,Third Quarter,2,0,,0,,Unclassified,48495,TX
Wise County,2017,Third Quarter,7,20,,281,,Unclassified,48497,TX
Wood County,2017,Third Quarter,6,15,,650,,Unclassified,48499,TX
Yoakum County,2017,Third Quarter,2,2,,507,,Unclassified,48501,TX
Young County,2017,Third Quarter,2,4,,448,,Unclassified,48503,TX
Zapata County,2017,Third Quarter,1,0,,0,,Unclassified,48505,TX
 ,,,,,,,,,,
